POA_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
POA4477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,10,22,31,9,0,5,0,0,70,0,0,0,0,0,0,0,0,31,32,15,0,5,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,33,31,17,0,3,0,0,88
POA4478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,15,7,3,0,0,71,0,0,0,0,0,0,0,0,25,25,15,7,3,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,18,22,34,21,8,4,0,0,82
POA4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
POA4480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,15,32,48,16,5,0,0,0,103,0,0,0,0,0,0,0,0,35,53,15,8,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,5,0,3,0,0,31,5,0,0,0,0,0,0,6,13,14,5,0,3,0,0,31,52,65,17,4,8,0,0,150
POA4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,0,17,0,0,0,0,0,0,0,0,3,5,12,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,5,12,0,0,0,0,17
POA4482,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,15
POA4486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,27,12,6,10,0,0,80,0,0,0,0,0,0,0,0,25,27,12,6,10,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,4,0,0,0,21,0,0,0,0,0,0,0,0,10,3,4,4,0,0,0,22,37,31,17,11,10,0,0,106
POA4487,6,11,4,3,0,0,0,29,10,0,0,0,0,0,0,10,5,10,3,0,0,0,0,23,132,180,88,36,54,3,0,489,0,0,0,0,0,0,0,3,153,204,93,44,55,3,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,40,48,23,8,7,0,0,135,0,3,0,0,0,0,0,3,39,51,24,8,9,0,0,140,197,257,123,54,67,4,0,702
POA4488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,7,3,0,0,0,24,0,0,0,0,0,0,0,0,7,12,7,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,13,15,8,3,0,0,0,40
POA4489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,7
POA4490,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,45,44,22,12,10,0,0,129,0,0,0,0,0,0,0,0,52,45,20,12,10,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,36,17,7,9,0,0,121,0,0,0,3,0,0,0,3,47,36,17,16,9,0,0,126,95,83,42,24,20,0,0,268
POA4491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,7
POA4492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,4,0,0,0,0,32,0,0,0,0,0,0,0,0,9,17,10,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,17,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,13,17,20,13,0,0,0,0,52
POA4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,7,0,0,0,0,38,0,0,0,0,0,0,0,0,13,17,5,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,13,17,11,0,0,0,0,44
POA4496,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,11,16,8,0,3,0,0,39,0,0,0,0,0,0,0,0,17,19,11,5,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,21,14,3,3,0,0,57
POA4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,15,17,12,3,0,0,0,52,0,0,0,0,0,0,0,0,17,16,11,3,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,20,23,11,3,3,0,0,64
POA4498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,9,0,7,0,0,49,0,0,0,0,0,0,0,0,13,23,9,0,7,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,23,12,0,7,0,0,53
POA4500,399,451,289,182,263,115,38,1730,256,230,127,79,94,26,15,828,226,197,136,71,86,31,8,760,1750,1674,845,525,667,239,80,5778,12,20,8,5,0,0,0,50,2644,2572,1401,860,1109,417,144,9149,37,60,57,24,40,22,21,264,44,81,44,36,33,5,5,243,26,31,29,18,36,8,0,153,251,379,236,161,224,64,20,1344,13,13,15,4,3,0,0,51,372,565,376,245,339,108,44,2046,3012,3143,1774,1107,1446,524,191,11196
POA4501,37,42,22,17,12,5,3,136,26,25,8,7,17,3,0,89,32,17,3,3,8,0,0,65,189,160,75,45,63,12,6,553,6,0,5,0,3,0,0,13,287,245,109,70,103,26,15,855,3,6,9,3,3,0,3,24,6,9,5,5,3,3,0,28,3,14,5,3,0,3,0,25,52,65,44,26,47,15,0,250,0,0,0,3,0,0,0,4,67,93,61,40,56,17,3,333,353,340,170,114,156,39,17,1187
POA4502,67,78,43,29,42,14,7,280,57,69,31,21,26,13,3,222,48,41,24,8,17,3,0,134,279,346,199,112,131,37,19,1129,6,4,0,0,0,0,0,12,457,541,296,171,209,75,26,1779,0,3,6,3,6,0,3,22,10,19,17,5,9,4,0,69,4,8,7,7,7,0,0,39,51,107,49,33,46,15,3,304,3,5,0,0,0,0,0,8,75,139,85,55,64,22,4,440,532,678,378,225,276,101,35,2221
POA4503,506,486,285,163,188,69,32,1719,306,238,117,67,82,29,3,838,213,198,89,59,74,23,8,657,1828,1541,711,395,455,149,45,5110,16,21,7,8,3,0,0,51,2866,2471,1206,689,802,262,86,8383,50,70,51,42,53,18,4,288,66,83,54,30,28,6,4,273,41,54,37,27,20,10,3,180,465,538,289,172,224,56,30,1768,24,10,9,3,9,0,0,51,646,752,437,271,330,86,44,2565,3512,3229,1635,958,1129,352,133,10944
POA4504,103,210,127,81,134,63,21,732,114,158,79,47,54,17,4,478,94,118,66,46,54,5,3,391,794,998,541,334,468,120,35,3294,3,4,0,4,3,0,0,8,1112,1491,813,512,713,200,65,4898,3,17,29,15,19,4,0,93,20,25,24,10,16,3,4,103,11,18,17,9,20,3,3,85,122,219,129,90,113,28,5,714,9,4,3,0,0,0,0,16,169,289,201,122,174,39,18,1005,1274,1777,1017,635,882,245,80,5905
POA4505,73,115,83,43,76,29,15,429,81,64,44,38,39,15,5,288,63,78,57,42,53,19,4,316,662,779,459,342,413,112,40,2807,5,5,0,4,0,0,0,16,875,1044,647,473,582,179,62,3856,10,9,17,8,19,5,4,78,24,21,21,6,12,0,0,87,20,20,11,8,16,7,3,78,144,185,106,77,99,21,12,640,5,4,0,3,0,0,0,13,201,236,156,104,147,36,16,889,1075,1279,807,569,726,209,80,4742
POA4506,100,157,98,54,80,24,8,521,84,98,50,39,37,12,5,318,100,92,44,33,39,8,3,318,917,765,433,260,346,85,23,2828,8,6,0,3,3,0,0,22,1208,1114,624,387,504,130,38,4003,21,27,24,26,17,5,0,126,36,45,22,20,23,9,3,153,23,25,23,16,26,4,0,113,318,368,204,123,113,25,15,1165,14,17,3,3,0,0,0,38,417,483,269,191,181,47,18,1606,1622,1597,894,579,687,179,53,5610
POA4507,36,45,39,25,35,18,0,194,41,32,38,17,15,5,0,146,29,42,27,12,26,4,3,153,214,308,210,124,158,40,16,1062,6,0,0,0,0,0,0,4,320,428,311,177,238,63,22,1561,5,12,4,8,7,0,0,40,12,20,13,5,8,0,0,61,6,12,7,9,10,0,0,44,98,177,121,70,80,15,3,567,0,0,3,3,0,0,0,11,119,226,161,99,109,19,11,735,438,652,471,276,342,85,27,2292
POA4508,140,164,133,80,112,38,21,687,90,91,50,35,37,10,0,311,85,76,37,23,32,8,4,268,589,575,291,162,228,42,18,1898,4,17,13,3,5,0,0,42,912,923,511,308,419,87,41,3201,19,20,32,16,13,8,0,108,38,46,30,17,23,0,4,157,15,22,23,12,12,3,3,89,270,335,236,126,169,20,10,1160,8,15,7,6,5,0,3,56,344,436,329,177,223,29,18,1562,1260,1361,838,485,641,118,63,4762
POA4509,759,871,458,295,371,124,53,2935,252,188,115,39,63,10,3,668,207,164,75,45,64,19,5,586,1046,974,551,329,339,85,35,3358,5,17,13,3,3,0,0,35,2262,2211,1204,717,841,245,101,7577,61,82,57,42,58,13,4,320,51,68,37,13,31,3,0,204,32,48,24,21,13,3,0,143,193,314,183,111,146,34,10,994,8,9,3,3,8,0,0,28,350,530,306,191,254,54,11,1690,2608,2743,1513,911,1095,296,117,9273
POA4510,243,282,161,129,146,36,18,1007,158,169,105,68,65,19,5,595,183,196,105,59,71,23,6,631,1673,1600,784,498,567,131,44,5305,19,16,9,3,7,3,0,59,2275,2266,1161,754,858,212,75,7600,34,59,42,32,32,15,13,221,75,90,74,27,41,3,8,307,58,72,52,20,34,11,4,245,672,844,452,266,352,67,26,2677,23,29,21,15,9,0,0,97,857,1087,635,358,461,95,56,3550,3132,3351,1801,1111,1319,305,126,11147
POA4511,20,45,31,25,29,4,0,148,38,39,14,8,16,3,0,120,40,31,10,13,9,0,0,109,244,285,170,102,117,27,8,954,0,0,4,0,4,0,0,6,340,399,233,142,171,38,13,1341,3,8,6,4,4,0,0,30,4,16,8,8,6,3,0,39,3,10,3,0,4,0,0,23,88,108,76,40,53,7,3,376,0,4,0,3,0,0,0,7,97,143,96,57,66,13,3,477,439,541,331,198,243,51,19,1815
POA4512,11,9,11,3,17,6,0,53,13,14,7,8,7,0,0,55,11,17,12,9,8,0,0,65,118,148,91,54,68,22,8,513,0,0,0,0,0,0,0,3,159,186,123,76,104,32,7,683,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,7,12,13,12,16,23,3,0,75,0,0,0,0,0,0,0,3,15,19,17,17,26,5,0,97,175,202,145,93,126,37,10,779
POA4514,10,19,15,6,8,0,3,63,10,21,15,8,8,0,0,63,11,16,4,9,10,3,3,52,220,236,165,96,109,14,5,849,0,4,7,0,0,0,0,14,259,288,204,121,135,23,10,1034,3,4,6,3,0,0,0,11,11,8,3,3,0,3,0,26,6,5,4,3,4,0,0,21,43,61,38,32,41,3,0,216,0,4,0,0,3,0,0,10,54,73,47,44,53,3,0,286,309,368,250,167,186,25,11,1319
POA4515,26,31,23,18,17,3,0,118,0,6,11,3,4,0,0,25,8,4,4,0,3,0,0,22,143,144,73,61,57,10,3,493,0,0,0,3,0,0,0,7,176,189,119,85,77,16,3,664,0,3,3,3,0,0,0,7,0,0,3,3,3,0,0,7,0,0,0,0,3,0,0,8,42,51,35,22,26,6,0,182,0,0,0,0,0,0,0,0,49,57,46,25,33,6,0,212,224,243,160,106,111,18,3,874
POA4516,5,18,13,7,16,3,0,60,11,21,10,8,9,3,0,61,24,14,14,5,4,3,0,63,158,170,113,82,113,28,9,676,0,0,0,0,0,0,0,0,196,224,146,101,148,39,14,861,3,0,0,0,0,0,0,8,5,0,5,3,8,0,0,19,0,4,0,0,5,0,0,10,10,24,16,12,11,0,0,71,0,0,0,0,0,0,0,5,23,31,23,21,28,0,0,121,214,250,167,117,176,42,11,978
POA4517,0,4,3,4,3,0,0,11,4,3,3,3,3,0,0,19,0,0,0,0,0,0,0,3,26,29,13,16,13,5,3,104,0,0,0,0,0,0,0,0,29,37,23,24,23,5,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,4,3,0,0,23,0,0,0,0,0,0,0,0,5,9,3,4,3,0,0,23,39,41,26,20,26,5,3,154
POA4518,7,20,18,9,9,6,3,65,27,32,16,11,7,4,5,102,15,21,23,3,12,4,0,83,162,200,118,70,102,26,5,685,0,0,0,0,0,0,0,3,212,275,170,92,128,40,10,936,0,0,0,0,0,3,0,9,3,7,3,3,0,0,0,19,3,9,3,0,3,0,0,17,23,39,31,21,32,5,0,149,3,8,4,0,0,0,0,11,27,65,41,29,37,9,3,204,246,337,211,121,170,49,11,1146
POA4519,27,39,34,15,19,9,4,137,33,38,18,11,13,3,0,116,37,46,18,11,24,4,0,144,295,339,172,108,130,26,8,1082,3,0,0,0,0,0,0,9,396,461,242,154,183,40,9,1500,0,3,3,0,0,0,0,14,3,13,8,10,13,0,0,43,0,4,6,4,3,0,0,22,77,108,56,45,47,11,0,341,7,0,5,4,3,0,0,18,93,130,72,55,68,16,3,436,483,594,318,212,257,56,16,1938
POA4520,64,120,76,58,75,37,16,447,67,130,58,40,45,29,6,380,51,98,41,23,36,19,9,281,408,598,396,245,329,141,56,2168,3,9,0,0,5,0,0,17,588,950,570,372,486,231,88,3297,0,4,3,3,11,3,3,27,6,3,4,7,12,3,3,43,0,7,5,3,4,0,0,29,27,58,33,24,38,12,10,189,0,0,0,0,0,0,0,0,38,70,48,39,61,19,10,286,635,1022,616,414,543,250,104,3577
POA4521,11,17,20,7,16,0,4,75,21,31,17,14,10,0,0,92,24,21,6,5,9,0,0,64,178,235,114,64,82,32,4,708,4,3,0,0,3,0,0,8,238,302,162,96,124,37,12,962,3,0,3,0,0,0,0,7,0,3,4,0,0,0,0,7,4,3,3,0,0,0,0,10,10,30,15,9,13,0,4,87,0,0,0,0,3,0,0,5,23,40,28,14,24,0,4,127,259,339,187,108,142,42,15,1085
POA4550,15,11,11,9,10,3,0,66,26,17,6,4,8,3,0,64,23,18,14,8,7,0,3,76,118,139,63,54,81,18,13,477,0,0,0,0,0,0,0,0,182,188,91,69,109,28,17,681,0,0,4,0,0,0,0,10,3,8,0,0,0,0,0,13,0,0,0,3,3,0,0,5,50,54,31,24,28,0,0,191,0,0,0,0,0,0,0,3,54,57,42,30,37,0,0,227,234,252,131,103,149,28,19,910
POA4551,314,398,271,181,223,69,19,1471,230,277,127,85,94,31,9,857,250,237,128,71,105,26,5,820,1547,1781,1034,662,875,191,52,6144,6,5,6,5,6,0,3,36,2352,2695,1572,1008,1301,307,88,9336,24,46,31,34,70,21,0,224,68,88,64,38,59,10,3,338,28,63,47,36,44,21,8,239,301,538,348,233,305,53,36,1815,14,20,17,8,12,0,0,75,434,753,505,351,496,106,43,2686,2788,3450,2082,1357,1800,416,137,12020
POA4552,20,33,21,18,15,4,0,114,28,36,29,8,12,4,0,114,21,34,16,11,20,0,0,104,144,205,121,89,99,13,10,680,0,0,0,0,0,0,0,3,212,302,183,138,141,24,14,1020,0,3,3,8,3,0,0,16,3,17,13,8,8,0,0,50,3,14,0,4,6,0,0,33,30,58,37,37,39,8,0,210,0,4,0,0,0,0,0,7,45,86,60,53,56,8,4,310,255,393,241,184,196,35,17,1329
POA4553,23,33,33,24,23,4,5,142,30,35,29,15,13,5,0,129,25,36,28,18,19,4,0,123,192,230,147,109,131,30,9,847,3,0,0,0,0,0,0,11,274,342,232,163,188,41,15,1252,0,0,0,0,5,0,0,8,3,9,17,6,14,0,0,45,3,0,8,3,3,0,0,12,34,59,23,27,26,3,0,174,3,3,0,0,0,0,0,7,38,68,42,38,45,10,0,242,315,406,277,201,229,50,18,1490
POA4554,6,12,9,5,6,3,4,47,5,7,3,5,3,0,0,26,9,15,7,9,8,0,0,41,60,92,51,28,23,7,0,267,0,0,0,3,0,0,0,3,79,122,75,45,42,12,5,388,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,3,10,5,12,11,9,0,0,52,0,0,0,0,0,0,0,0,9,13,15,18,9,0,0,70,91,135,91,59,50,17,5,453
POA4555,23,46,37,21,28,4,3,164,23,38,33,22,21,4,0,133,32,39,29,13,25,3,0,137,212,268,173,115,135,29,7,937,0,0,3,0,0,0,0,3,289,391,271,170,206,43,17,1378,0,7,6,6,9,0,0,30,0,6,3,10,6,0,4,29,10,10,5,3,3,0,0,31,30,63,41,27,37,14,0,209,0,0,0,0,0,0,0,5,42,88,58,45,58,14,4,304,329,480,325,213,263,59,21,1683
POA4556,247,362,246,187,235,62,25,1379,241,289,167,100,146,31,18,992,210,214,111,76,99,30,9,751,1170,1335,841,549,686,193,66,4834,11,6,3,3,3,5,0,36,1881,2203,1370,914,1169,323,121,7988,18,37,42,19,34,12,11,176,28,63,42,35,43,7,3,224,18,43,32,31,49,4,6,183,177,297,209,146,204,44,17,1101,6,7,3,8,0,0,0,22,255,449,327,238,329,73,35,1707,2136,2661,1700,1151,1497,393,156,9693
POA4557,177,217,111,64,123,17,8,720,90,84,45,24,30,9,4,287,104,107,51,30,32,11,3,335,550,568,302,159,220,41,10,1855,0,3,3,0,0,0,0,7,917,979,511,279,406,83,34,3210,4,27,21,17,23,3,7,96,15,37,13,23,24,7,0,111,12,21,17,4,9,3,3,81,107,163,109,92,124,23,12,633,4,3,0,0,0,0,0,12,139,249,163,139,181,37,19,932,1060,1237,673,420,591,119,50,4140
POA4558,120,103,43,17,48,10,3,336,64,37,17,13,21,3,3,155,90,49,29,11,14,10,3,210,363,323,186,100,128,42,6,1152,0,3,0,0,0,0,0,9,633,518,273,138,211,61,18,1858,8,15,13,8,18,0,3,72,21,31,14,14,12,0,0,88,9,16,3,9,11,4,4,56,98,155,90,60,80,21,12,518,0,8,6,0,0,0,0,19,135,224,122,87,125,28,25,747,765,740,397,231,340,90,35,2603
POA4559,30,42,29,21,30,4,8,160,36,24,26,9,16,0,8,122,27,29,37,21,17,3,0,136,195,263,143,99,111,30,9,850,0,3,0,0,0,0,0,7,286,362,235,147,178,36,17,1263,0,3,3,3,3,0,0,15,4,9,3,0,3,0,0,21,3,7,4,0,0,0,0,26,23,42,43,29,25,9,3,173,0,3,4,3,0,0,0,12,29,65,54,41,40,7,8,236,315,427,290,182,215,43,28,1501
POA4560,119,130,81,56,74,14,9,489,139,144,72,49,68,11,7,474,122,130,75,39,49,19,4,433,1034,1081,578,342,431,79,42,3586,0,7,3,5,0,0,0,20,1407,1490,806,483,624,126,63,5003,7,16,12,13,14,9,4,82,32,39,33,21,30,3,3,163,24,42,24,19,18,11,3,139,218,355,203,134,153,31,10,1109,6,9,9,3,3,0,0,35,287,459,277,192,219,55,23,1523,1695,1952,1084,682,850,185,84,6531
POA4561,11,29,16,16,21,6,3,95,26,32,24,13,9,3,0,111,37,36,27,15,16,0,0,134,276,287,188,94,117,29,20,1005,0,3,3,0,0,0,0,8,344,384,251,141,159,40,19,1348,3,4,4,4,0,0,0,16,5,9,7,3,10,0,0,23,0,7,4,4,0,0,0,14,50,49,26,29,31,0,3,195,3,0,0,0,0,0,0,4,58,69,46,40,48,0,3,256,403,452,295,179,203,42,25,1601
POA4562,30,65,35,34,30,13,3,209,36,63,54,29,29,9,3,227,44,47,37,11,37,3,3,182,205,316,197,108,137,15,11,994,0,0,0,0,0,0,0,3,315,494,323,185,233,44,13,1610,3,3,3,3,6,3,0,17,8,8,11,7,12,3,0,56,6,5,3,3,3,0,0,16,19,52,28,19,33,0,4,151,0,0,0,0,0,0,0,0,36,72,53,27,46,9,3,246,353,567,372,215,281,48,23,1856
POA4563,14,35,30,12,26,3,0,130,40,54,21,23,20,4,0,154,26,54,14,18,15,0,0,132,198,302,173,126,141,18,7,966,0,0,0,3,0,0,0,3,280,445,235,179,201,26,14,1383,3,6,3,3,10,0,0,26,13,14,12,8,9,0,0,53,10,19,3,4,6,0,0,45,33,55,54,42,42,0,0,231,0,0,0,0,4,0,0,4,56,95,74,58,70,4,0,352,339,540,313,232,267,30,14,1736
POA4564,42,56,26,17,35,14,8,190,52,55,27,11,26,6,0,180,51,37,32,18,24,5,3,177,263,301,167,103,126,35,14,1012,0,0,0,0,0,0,0,8,408,453,248,157,215,60,25,1571,0,8,5,9,3,3,4,29,18,29,13,5,7,0,3,75,10,20,10,13,15,0,0,65,64,103,73,53,51,6,8,357,0,0,3,3,0,0,0,6,87,156,109,78,79,16,15,537,498,608,355,240,297,77,35,2100
POA4565,61,88,48,38,49,15,3,303,48,48,30,17,35,3,3,187,51,62,36,21,31,10,0,205,301,352,231,144,179,27,8,1234,10,3,3,4,3,0,0,19,467,554,348,226,288,52,16,1951,10,18,17,8,9,0,0,68,14,33,14,6,17,0,0,86,9,15,11,8,8,3,0,63,84,129,113,68,77,18,5,496,3,0,0,0,0,0,0,9,117,196,164,99,117,21,9,718,581,750,505,324,410,68,27,2666
POA4566,32,50,26,28,41,9,4,200,35,33,19,13,14,4,0,119,33,29,10,10,14,0,0,93,155,155,107,65,70,21,3,582,0,0,0,0,0,0,0,4,255,264,169,112,136,39,10,994,7,10,9,7,7,3,0,36,0,14,6,8,15,3,0,47,3,10,12,5,10,0,0,44,19,39,39,23,30,3,5,160,5,0,0,0,0,0,0,4,35,72,70,44,60,10,6,297,288,332,240,159,203,51,18,1294
