POA_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
POA4000,99,244,345,26,49,72,22,96,115,23,133,155,40,172,213,53,151,201,95,164,252,86,243,322,142,299,441,192,243,441,142,236,382,186,235,425,406,404,815,269,80,345,170,65,233,232,258,488,505,72,576,257,201,457,21,76,99,2972,3409,6377
POA4005,30,86,113,6,33,43,14,118,128,9,163,175,31,279,310,40,189,232,101,180,275,97,236,332,135,345,479,154,291,450,165,278,437,200,228,428,456,513,973,370,97,472,346,67,417,297,371,675,989,100,1088,400,220,617,23,78,103,3863,3879,7749
POA4006,33,103,136,10,35,48,24,129,152,15,154,172,52,219,271,43,217,258,83,204,291,117,281,396,155,327,477,188,341,534,153,303,456,211,218,429,420,428,850,261,106,369,201,69,269,182,187,371,380,46,431,216,164,385,16,77,86,2757,3618,6372
POA4007,28,62,91,13,21,33,11,50,67,3,95,101,34,155,193,42,114,163,77,157,239,86,178,267,167,229,391,164,169,330,143,167,314,147,160,311,347,248,592,286,35,319,197,17,218,212,145,360,784,26,808,328,69,392,27,62,90,3103,2171,5276
POA4008,0,3,3,0,0,0,0,3,3,0,0,0,0,4,7,0,5,3,0,11,13,8,3,13,7,11,14,4,7,13,3,3,10,3,0,3,9,0,9,8,0,8,6,0,6,0,0,4,3,0,7,9,3,12,0,0,0,60,51,115
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4010,3,17,18,0,8,5,0,16,18,0,29,29,3,47,45,4,40,51,19,23,39,11,39,50,30,39,72,39,41,76,25,39,62,31,31,58,61,58,114,59,15,79,40,10,53,39,15,55,87,8,96,55,22,76,9,25,32,504,523,1024
POA4011,26,45,78,14,19,37,19,80,98,19,81,98,40,195,233,48,162,210,116,158,270,132,215,349,197,235,430,210,197,405,191,201,395,174,127,306,418,217,634,332,28,359,236,24,257,272,88,358,859,19,875,356,93,452,32,51,84,3691,2235,5931
POA4012,39,71,106,15,36,45,28,104,134,22,205,227,89,388,471,92,217,308,206,224,435,248,293,539,363,316,681,335,267,603,331,252,587,342,187,534,797,313,1110,613,68,683,460,45,503,331,98,429,745,28,782,469,122,595,42,108,148,5568,3345,8909
POA4013,11,3,17,4,14,14,0,35,40,9,44,50,20,91,111,24,40,66,51,44,92,33,70,109,72,73,147,60,53,111,66,55,119,77,24,103,143,58,197,135,10,150,101,4,106,55,13,67,168,7,181,85,18,102,14,26,38,1121,690,1807
POA4014,12,20,35,15,8,29,17,35,47,20,67,86,29,160,187,61,118,175,128,68,197,123,68,193,170,98,267,207,79,286,173,93,266,208,59,268,460,71,537,376,18,396,255,17,272,179,29,216,307,5,316,282,48,331,35,38,67,3045,1110,4152
POA4017,54,80,133,33,41,66,35,150,186,38,301,342,184,680,860,188,359,547,591,256,848,520,271,793,713,286,999,733,201,934,664,198,855,677,113,792,1444,179,1628,1055,28,1083,667,22,684,450,68,518,781,10,790,923,70,995,106,186,294,9854,3488,13350
POA4018,27,33,56,9,13,19,12,57,70,23,88,107,52,289,343,60,172,237,196,127,321,202,131,331,285,170,454,242,132,377,222,106,328,245,64,313,495,82,578,335,21,353,191,3,191,126,16,143,124,3,125,260,42,300,40,60,99,3146,1599,4742
POA4019,35,56,92,28,27,52,41,152,196,49,296,348,150,617,773,163,329,498,465,253,720,414,294,706,484,274,758,483,182,665,374,131,503,357,94,458,611,105,713,413,11,426,251,3,258,139,34,173,266,3,271,459,53,512,76,171,246,5271,3102,8367
POA4020,49,63,114,21,36,63,42,158,206,31,343,376,181,718,899,173,408,577,503,273,778,412,322,734,500,281,779,467,161,626,352,141,491,353,89,440,672,111,784,454,14,467,304,10,317,183,52,240,379,4,389,567,53,618,98,184,288,5764,3420,9183
POA4021,18,19,39,11,14,26,20,47,66,18,101,123,79,267,347,97,115,213,259,94,355,221,83,304,265,89,354,258,55,307,199,41,240,178,26,207,296,28,329,173,6,178,95,3,99,46,6,48,52,3,56,216,13,233,45,49,99,2546,1058,3611
POA4022,19,10,29,12,6,18,10,35,49,15,51,68,50,179,230,60,82,138,207,37,249,156,54,202,162,44,203,178,31,215,126,24,153,117,18,133,225,11,234,128,3,126,66,0,66,38,3,45,74,0,69,141,19,156,30,34,63,1814,644,2456
POA4025,0,0,0,0,3,3,0,0,3,0,0,0,0,4,5,0,0,0,0,0,0,0,3,3,5,3,6,3,3,8,0,0,7,0,0,0,3,0,5,0,0,3,0,0,0,0,0,0,0,0,3,4,0,4,0,4,3,32,27,57
POA4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4030,19,57,76,9,24,33,21,84,104,12,126,135,59,253,313,71,165,237,129,159,283,134,197,330,185,271,458,245,224,470,180,208,387,223,154,383,479,265,744,397,80,479,282,43,321,277,69,347,767,41,809,349,149,499,35,72,107,3886,2630,6515
POA4031,25,36,66,6,17,26,12,50,69,6,103,112,39,224,261,51,134,185,115,135,250,141,154,293,206,211,422,199,166,362,169,156,322,198,108,312,425,154,573,348,37,384,284,26,310,224,49,280,598,14,614,306,61,368,35,57,95,3388,1896,5285
POA4032,28,43,74,11,29,36,21,96,111,25,209,234,89,371,462,73,207,282,283,187,470,253,200,452,341,250,587,337,147,479,261,149,412,274,108,387,574,162,734,407,43,449,271,23,290,138,50,188,219,12,232,286,82,373,68,132,200,3952,2497,6452
POA4034,79,101,182,46,61,108,62,168,235,68,336,402,225,829,1056,270,511,778,698,366,1070,666,413,1081,967,449,1413,950,340,1289,741,310,1055,813,218,1032,1618,261,1875,1201,80,1283,815,22,839,524,85,613,910,33,943,976,126,1104,151,205,357,11787,4929,16711
POA4035,25,26,53,24,11,37,21,52,73,15,91,110,92,246,340,75,148,222,289,116,398,264,117,384,374,109,476,395,85,479,354,81,433,397,56,449,899,82,985,725,12,737,556,4,562,427,42,468,1094,8,1101,631,23,659,47,66,119,6716,1377,8093
POA4036,12,12,23,8,3,9,7,16,30,3,23,26,36,55,91,36,37,77,107,44,154,94,37,132,174,61,236,161,39,196,141,40,182,131,22,152,293,22,322,168,11,177,120,3,121,55,0,60,77,5,83,137,13,150,17,17,41,1780,466,2243
POA4037,9,8,16,5,3,10,3,3,7,5,5,16,15,17,34,21,16,37,61,18,84,67,21,86,96,14,115,126,21,146,129,7,142,122,12,134,330,18,342,308,0,307,217,0,223,147,6,155,300,0,302,223,7,230,12,3,21,2205,197,2396
POA4051,36,80,114,17,42,61,32,114,150,38,235,267,82,453,536,99,256,362,201,215,419,237,260,494,349,332,680,317,279,605,340,245,589,335,198,536,770,337,1108,605,78,686,468,39,510,473,130,602,1433,27,1454,644,193,834,52,102,150,6531,3620,10144
POA4053,63,83,148,34,34,66,53,172,228,58,318,372,176,631,808,230,404,635,579,332,912,553,393,947,741,437,1183,792,355,1149,704,295,1002,761,221,980,1624,373,1994,1322,85,1407,983,39,1021,701,87,785,1302,26,1326,1027,170,1199,114,158,274,11834,4612,16449
POA4054,7,26,31,17,18,27,27,60,84,19,86,106,81,215,295,103,116,220,222,96,324,215,95,312,302,118,424,252,95,338,254,84,343,245,47,293,551,70,623,427,16,442,292,10,303,185,23,206,246,3,250,310,27,334,37,71,103,3774,1280,5058
POA4055,22,17,43,14,9,26,25,35,58,22,50,71,76,121,194,71,98,168,206,68,269,232,100,331,353,104,460,338,77,420,329,66,398,372,55,427,845,104,949,686,8,698,515,3,518,352,13,364,683,3,689,544,18,568,37,29,71,5726,990,6708
POA4059,65,201,270,17,40,53,17,93,108,11,98,108,41,151,194,57,146,205,76,120,197,126,143,270,163,206,371,173,163,339,148,142,294,146,110,259,281,205,486,233,47,284,210,33,243,208,92,299,513,50,560,221,162,380,22,48,68,2738,2253,4988
POA4060,18,29,44,19,11,29,11,40,46,10,59,72,34,121,151,36,117,152,78,74,152,93,90,183,127,107,231,158,84,239,141,67,206,131,58,194,358,125,484,273,26,296,254,12,259,276,43,326,878,17,893,326,58,390,20,29,42,3227,1169,4399
POA4061,27,27,53,15,3,18,21,45,62,12,41,55,49,141,189,76,82,160,151,81,230,178,92,269,293,96,386,267,63,331,216,63,279,259,55,314,539,64,607,523,12,528,382,0,385,330,35,365,862,0,859,424,31,458,22,27,46,4637,971,5611
POA4064,23,54,71,3,17,21,6,48,60,6,69,77,24,99,124,20,84,109,44,73,120,67,107,172,79,144,222,101,144,247,113,145,258,99,100,195,282,190,473,210,50,264,195,44,240,178,134,313,704,54,758,256,131,387,9,27,35,2423,1728,4150
POA4065,21,14,29,9,16,17,9,25,30,3,42,49,27,73,99,18,63,86,61,58,116,53,76,127,97,65,166,117,58,175,79,49,127,94,42,133,207,62,269,206,15,219,179,8,191,206,63,268,771,13,789,234,36,273,15,27,43,2401,798,3202
POA4066,53,176,223,17,39,56,26,93,116,22,96,118,47,176,220,62,178,241,100,152,253,124,211,334,180,254,430,210,275,488,183,275,456,236,164,399,434,327,761,311,81,388,257,57,311,233,130,362,762,50,811,308,193,499,17,28,47,3574,2952,6519
POA4067,53,254,308,22,49,64,30,108,141,17,39,54,33,112,147,57,130,187,69,101,169,76,132,209,117,114,237,109,128,242,90,135,232,99,55,160,169,148,319,134,30,164,107,14,123,108,69,173,355,12,367,149,131,286,13,20,29,1807,1798,3605
POA4068,107,205,314,27,56,85,36,127,162,37,132,167,67,261,333,97,227,329,184,219,406,205,246,451,322,317,634,330,293,624,318,268,587,316,209,518,637,311,943,474,79,550,316,48,364,376,146,525,1070,35,1107,576,255,828,33,90,123,5520,3543,9065
POA4069,58,52,115,36,23,62,36,65,100,20,102,129,111,223,337,87,169,263,222,115,339,313,146,460,420,190,605,428,105,537,388,110,491,425,93,512,962,136,1100,798,24,824,708,13,719,681,97,776,2282,21,2298,1063,63,1127,74,61,137,9123,1812,10935
POA4070,26,16,40,4,8,11,9,16,28,9,28,42,40,64,105,46,41,88,126,28,155,140,37,181,197,56,247,181,37,210,186,44,233,177,25,206,431,37,470,396,5,405,258,3,261,211,17,226,427,0,427,338,9,343,28,23,46,3219,505,3730
POA4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8
POA4073,22,10,39,8,6,13,13,20,28,6,17,26,27,50,81,36,41,77,73,33,108,92,40,130,126,39,162,135,32,164,131,39,166,143,22,165,314,48,363,245,9,258,250,6,249,171,19,194,465,0,465,219,13,232,13,11,29,2482,460,2940
POA4074,48,39,89,37,17,52,38,46,93,34,71,109,99,170,273,118,146,265,266,123,385,299,116,409,418,159,573,425,124,548,376,114,488,408,81,484,937,114,1046,766,25,787,542,14,556,374,52,423,774,12,786,646,46,688,43,40,87,6643,1499,8143
POA4075,25,48,69,18,29,46,29,74,108,20,121,140,93,285,379,84,197,287,244,172,420,219,196,418,340,194,537,386,157,539,285,160,444,316,120,440,775,164,939,624,32,656,499,26,522,406,66,475,1033,11,1052,514,85,599,43,69,118,5966,2210,8176
POA4076,12,15,29,3,7,12,11,28,36,6,40,47,50,62,114,40,33,73,96,30,123,92,65,155,89,42,133,106,47,155,84,24,114,82,15,99,141,26,170,86,3,92,36,4,39,29,8,33,45,3,51,118,22,133,18,22,47,1158,493,1655
POA4077,120,65,188,45,37,84,111,179,290,107,261,371,309,558,874,322,225,542,624,195,826,582,217,800,722,233,958,696,134,827,489,93,589,445,48,489,722,75,795,423,20,444,193,7,193,134,27,162,158,3,159,654,76,724,130,170,296,6993,2621,9614
POA4078,47,43,87,22,20,42,51,60,107,35,98,134,137,253,391,145,115,258,388,119,506,349,186,532,529,178,705,552,164,716,487,135,621,527,87,613,1046,111,1156,669,17,684,424,9,427,275,15,292,380,6,386,594,35,627,66,56,126,6718,1702,8419
POA4101,90,183,272,27,50,79,33,164,191,25,217,244,79,282,367,94,212,309,175,216,390,165,279,446,271,343,614,283,321,607,245,271,518,234,227,468,610,424,1036,482,83,564,367,64,431,337,258,596,760,83,837,469,247,719,28,67,97,4791,3986,8775
POA4102,13,64,80,8,31,37,14,76,92,18,105,121,49,160,207,26,71,99,69,67,136,65,90,155,88,97,193,91,99,190,96,86,180,89,56,146,200,107,306,162,41,200,99,17,115,85,47,129,200,13,214,123,95,225,11,43,50,1490,1364,2851
POA4103,24,70,96,13,32,42,21,121,142,19,138,163,66,251,312,66,169,232,142,130,272,138,152,295,184,250,437,193,190,380,174,173,347,192,133,328,429,188,616,328,78,400,274,28,301,195,57,247,407,30,439,296,160,451,27,61,90,3182,2404,5589
POA4104,14,17,32,3,14,19,6,49,55,9,90,93,26,112,138,17,73,90,69,64,132,67,81,147,93,77,175,108,70,170,81,75,160,72,53,123,173,95,261,137,14,148,121,12,136,97,31,128,301,0,303,133,61,196,16,32,50,1533,1029,2559
POA4105,30,43,69,9,20,34,16,85,102,20,129,146,63,225,288,63,132,198,149,112,261,136,149,288,212,190,402,229,129,353,195,130,330,206,100,305,453,140,593,382,31,411,280,22,300,203,52,256,401,10,410,264,73,336,25,61,88,3341,1830,5166
POA4106,0,3,3,4,0,5,3,7,9,3,17,16,8,15,27,14,22,29,20,23,39,25,23,42,23,29,51,32,15,52,24,18,41,25,9,35,51,12,61,30,3,36,20,3,21,15,3,15,13,3,17,33,15,46,5,11,11,332,222,561
POA4107,4,18,17,6,4,15,0,25,26,3,29,34,24,107,131,29,60,87,76,56,132,77,52,131,121,56,176,113,70,179,123,31,149,106,27,137,206,47,251,202,17,218,122,7,134,85,9,97,88,4,92,123,26,147,20,14,31,1531,653,2180
POA4108,16,29,50,7,6,16,13,34,46,19,70,82,47,105,148,52,54,101,118,54,169,71,62,137,120,49,172,115,47,159,100,38,134,87,30,119,191,43,231,113,18,132,72,5,77,48,8,58,42,4,46,98,39,132,14,29,44,1333,717,2054
POA4109,175,223,393,68,77,143,96,153,254,71,180,257,234,438,672,240,249,488,524,205,728,558,227,782,765,245,1015,687,216,904,543,159,700,547,105,658,1026,173,1203,696,70,767,454,32,488,302,50,356,631,28,659,912,175,1089,82,127,207,8603,3140,11745
POA4110,32,20,52,11,13,27,34,47,78,13,80,98,77,130,211,71,70,145,190,58,245,200,73,271,237,89,330,217,62,281,198,44,241,175,28,207,352,42,401,239,5,243,139,3,144,81,9,88,113,3,117,231,33,269,48,31,77,2673,854,3525
POA4111,0,8,8,0,0,0,0,4,5,0,7,5,3,16,21,0,9,15,8,4,14,8,13,18,23,10,34,10,13,27,15,0,18,16,7,22,32,9,37,22,0,24,13,0,18,6,3,10,14,0,14,19,5,22,5,3,9,200,107,303
POA4112,34,21,53,6,8,17,22,13,34,20,10,28,37,39,83,46,23,69,93,27,117,108,30,135,151,32,181,162,21,178,109,26,138,119,19,133,299,23,316,212,7,222,134,5,136,115,3,114,195,3,198,172,16,188,17,12,29,2036,326,2356
POA4113,132,141,271,56,31,87,74,75,153,55,106,156,165,234,401,192,180,372,404,148,558,431,213,647,636,226,859,595,187,779,532,142,673,576,95,669,965,147,1116,648,38,684,423,18,441,294,30,317,515,21,535,637,99,734,70,60,129,7394,2196,9590
POA4114,100,65,164,47,43,85,106,173,274,113,280,388,339,544,885,346,214,558,675,277,951,619,308,929,698,226,923,655,152,809,444,79,531,364,55,415,516,70,591,279,23,301,115,10,124,70,22,88,81,18,97,623,81,705,139,157,293,6329,2793,9121
POA4115,46,25,72,27,8,35,29,46,72,28,48,79,77,124,200,102,90,195,284,79,364,270,91,369,354,117,474,377,83,459,352,55,412,336,46,381,794,61,856,583,17,598,372,5,379,240,16,259,350,5,355,429,38,469,39,27,63,5095,992,6086
POA4116,116,79,190,54,13,66,63,38,104,42,45,86,129,109,241,125,72,196,338,84,422,378,103,485,536,115,657,540,114,653,436,89,530,484,50,534,949,80,1036,656,29,684,400,4,403,293,21,315,467,6,472,619,58,678,56,23,85,6683,1142,7830
POA4117,3,0,7,3,0,3,0,0,5,3,0,7,9,5,15,9,0,9,18,4,21,8,3,13,24,7,36,40,4,37,32,3,39,20,3,24,73,7,72,34,0,34,23,3,28,8,0,8,9,0,9,25,3,26,0,0,0,346,49,396
POA4118,57,39,95,24,9,31,50,61,104,41,92,137,151,247,401,216,119,332,455,150,598,470,182,650,647,220,872,747,173,919,615,110,724,608,79,684,1249,88,1335,787,15,803,357,4,362,235,13,243,301,5,305,716,52,766,106,73,181,7818,1735,9547
POA4119,29,10,41,3,3,9,11,17,28,8,23,31,37,61,99,38,28,73,69,23,99,87,38,130,120,39,161,140,27,170,130,20,150,124,26,142,236,15,243,163,4,175,92,3,99,67,11,80,115,3,119,156,14,171,13,12,27,1642,384,2024
POA4120,22,27,46,10,11,21,4,66,65,9,105,114,33,166,197,22,109,131,75,108,181,81,142,222,125,163,282,135,116,258,143,113,262,139,100,241,295,156,447,256,30,288,172,21,192,126,37,159,275,23,296,147,90,236,14,45,56,2085,1619,3697
POA4121,26,60,87,21,16,34,35,93,124,23,175,207,90,340,433,111,195,308,287,148,431,241,144,388,345,189,534,350,143,494,312,153,467,340,106,443,810,184,995,730,43,779,589,18,613,477,77,550,1113,28,1141,536,89,627,57,80,133,6496,2296,8792
POA4122,122,155,276,41,60,104,95,183,278,58,323,383,208,694,902,256,339,594,681,312,999,571,305,880,829,335,1161,798,268,1063,642,251,900,719,181,899,1424,263,1689,1175,76,1250,815,47,864,590,80,677,1014,20,1041,898,142,1039,105,151,259,11058,4193,15247
POA4123,47,34,84,25,8,32,33,58,95,22,82,111,80,188,264,108,117,229,270,103,371,240,123,360,389,133,525,364,93,459,351,75,418,372,61,433,736,83,823,562,14,576,352,8,365,227,26,252,367,3,363,406,26,435,65,44,114,5029,1284,6313
POA4124,43,24,71,18,15,27,25,40,66,34,56,94,108,160,264,123,55,177,292,93,385,263,83,346,354,106,458,399,66,467,350,59,414,347,43,386,749,32,780,521,10,532,314,4,319,191,11,202,295,0,297,466,32,491,65,34,98,4951,935,5881
POA4125,15,17,33,7,4,17,15,24,39,10,60,62,39,144,187,38,104,139,188,41,225,102,39,143,141,31,176,140,13,151,90,9,98,122,15,133,235,10,239,146,4,151,120,0,120,69,4,76,107,0,110,214,4,215,31,37,65,1835,547,2384
POA4127,64,56,116,33,29,57,42,92,136,65,150,207,162,406,569,201,191,389,456,160,618,453,213,666,550,248,801,592,164,755,492,121,609,458,89,544,917,93,1015,602,23,620,371,12,387,246,31,271,362,7,374,578,57,642,93,79,168,6733,2223,8956
POA4128,30,31,57,9,7,14,18,26,44,22,55,76,69,114,186,91,59,147,167,83,253,224,115,336,321,117,437,324,57,378,286,68,359,337,41,373,717,52,764,533,9,546,367,5,373,191,17,207,376,4,374,398,23,425,41,23,62,4512,903,5412
POA4129,17,3,24,5,0,10,8,14,27,5,13,24,31,39,66,44,23,64,90,32,122,81,30,112,155,43,199,161,40,203,123,35,161,137,23,159,292,16,309,146,8,150,89,4,88,60,4,66,63,0,65,125,12,138,28,4,34,1665,347,2011
POA4130,14,15,28,3,5,6,10,18,30,4,37,41,42,74,119,46,45,88,106,29,133,75,35,106,145,35,181,144,32,175,120,26,148,147,12,161,311,22,336,272,5,284,212,3,216,115,12,129,277,4,283,226,8,236,25,19,47,2293,438,2733
POA4131,28,14,37,16,6,22,33,59,89,18,67,85,76,132,203,91,44,136,163,63,221,178,73,249,215,91,305,263,53,313,201,42,239,199,30,229,328,28,361,162,19,184,82,5,90,48,9,55,49,6,61,230,27,262,36,25,67,2423,797,3217
POA4132,49,34,89,20,12,30,59,69,127,56,95,155,189,193,384,225,103,325,446,112,558,439,168,609,574,157,731,630,124,750,512,71,582,478,38,515,792,49,839,405,7,415,201,9,209,100,8,106,111,0,112,503,50,554,85,62,146,5873,1361,7236
POA4133,45,28,73,6,11,15,23,64,91,35,123,149,134,292,424,127,145,278,353,116,466,280,146,434,385,148,534,404,99,500,332,56,388,356,34,391,625,61,682,309,10,321,187,6,194,111,14,127,175,11,182,405,39,446,68,91,155,4361,1503,5863
POA4151,19,56,76,12,21,34,21,63,90,12,122,140,53,248,302,54,179,229,138,185,323,165,211,374,239,286,521,237,225,462,212,198,411,243,171,414,488,273,757,428,68,497,274,27,300,264,76,343,747,36,779,317,106,423,22,56,77,3935,2613,6552
POA4152,99,74,171,49,47,93,45,144,188,37,224,261,166,614,774,195,387,579,526,267,797,449,340,792,698,335,1031,638,283,924,633,267,900,648,209,858,1500,328,1828,1202,85,1288,949,62,1008,774,121,890,2034,48,2081,1064,140,1202,108,147,253,11806,4125,15930
POA4153,10,4,16,3,0,6,0,6,9,7,15,22,16,29,46,19,21,44,57,22,82,47,18,66,64,23,83,62,18,74,58,19,77,87,14,103,197,24,220,121,4,127,95,3,99,78,7,89,166,3,169,111,6,115,12,9,19,1216,245,1455
POA4154,11,9,17,3,8,11,4,12,17,7,21,24,28,31,61,38,32,66,69,18,84,84,34,119,140,39,181,135,25,160,126,27,156,157,19,172,402,32,442,323,7,329,297,8,300,256,7,266,591,7,597,265,10,274,26,3,28,2961,345,3299
POA4155,3,6,6,0,0,0,0,0,0,0,3,3,4,4,9,6,7,8,10,0,12,20,4,23,23,3,27,16,3,23,21,3,23,13,0,13,31,0,35,34,0,34,26,0,26,17,6,22,95,0,95,44,0,44,5,0,3,366,41,409
POA4156,13,0,13,3,7,8,0,10,9,6,3,5,5,4,13,8,14,22,29,14,39,33,11,43,37,7,39,37,0,37,28,7,38,41,3,47,94,7,98,103,3,110,71,0,72,61,4,69,167,0,167,90,6,97,9,3,12,829,98,931
POA4157,18,34,55,18,13,30,28,92,117,32,147,174,109,313,424,102,132,235,345,140,484,263,170,438,406,160,563,414,119,534,340,87,434,377,54,432,783,79,862,479,12,490,334,10,344,197,17,208,355,8,357,460,33,501,68,73,137,5127,1691,6820
POA4158,3,11,18,0,4,3,6,26,30,3,26,31,20,94,110,33,46,85,81,47,124,69,56,124,100,45,142,96,35,127,62,31,95,79,22,102,127,26,151,78,0,78,48,0,44,49,5,54,68,0,68,92,3,96,18,21,37,1036,500,1530
POA4159,20,12,38,10,7,22,19,51,72,5,80,86,71,200,274,93,111,201,233,86,319,225,97,329,289,87,378,259,55,313,251,53,308,254,34,288,551,58,611,410,6,416,276,3,275,175,20,196,349,3,353,366,13,381,44,51,91,3898,1040,4940
