POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA4870,74,24,68,6,168,31,14,30,4,90,44,20,97,4,170,21,22,133,7,179,179,81,229,8,502,145,83,393,14,634,544,182,360,21,1104,416,269,374,42,1101,572,406,405,38,1424,572,501,274,41,1387,402,463,207,23,1095,417,480,139,17,1057,806,960,202,34,1992,544,694,68,13,1325,310,467,30,7,817,162,334,32,4,527,343,588,32,3,967,558,928,290,20,1800,114,63,98,14,294,6256,6597,3464,326,16647
POA4871,16,5,6,0,24,16,4,3,3,26,11,3,24,0,41,11,4,33,0,44,56,21,50,12,137,28,28,75,0,131,166,57,58,6,294,84,69,55,13,224,124,96,61,6,290,121,93,26,4,240,51,90,20,0,159,65,55,22,3,139,88,139,14,0,244,45,70,10,0,123,24,42,3,0,71,8,17,0,0,29,34,35,3,0,70,89,150,44,5,289,41,13,7,0,63,1072,1003,519,54,2642
POA4872,6,0,8,0,13,11,3,3,0,12,8,0,7,0,14,4,0,10,0,13,32,0,6,0,46,5,9,11,0,29,90,12,18,3,121,43,20,23,0,84,67,42,15,0,123,37,35,13,0,80,20,28,12,0,59,24,27,3,0,55,41,46,9,0,94,14,18,0,0,35,24,7,0,0,37,9,15,0,0,26,18,21,5,0,38,46,71,12,0,132,12,4,5,3,34,519,363,156,12,1054
POA4873,6,0,7,0,13,10,0,3,0,13,8,4,13,0,21,4,0,15,0,20,30,3,21,0,57,26,13,32,3,72,87,12,34,0,135,68,38,25,0,122,78,40,21,0,136,75,64,17,0,159,43,55,19,0,116,59,49,12,4,117,80,95,10,0,188,37,47,3,0,87,21,32,0,0,49,7,14,0,0,25,16,24,0,0,46,65,92,39,3,196,10,15,12,0,37,725,593,287,16,1619
POA4874,7,0,3,0,15,0,3,0,0,6,0,3,9,3,15,0,0,11,0,12,15,14,15,0,39,6,14,15,0,31,15,12,13,9,44,4,25,8,0,36,15,14,8,4,40,15,26,12,0,56,8,24,9,4,49,24,37,13,0,71,49,94,17,7,162,48,91,5,0,143,47,62,3,0,120,32,45,3,0,81,55,96,3,0,154,20,84,13,0,119,0,7,3,0,14,355,650,173,24,1204
POA4875,3,3,9,0,10,0,3,16,0,13,3,6,35,0,48,0,4,44,0,46,25,30,46,9,106,10,38,70,5,125,24,52,55,4,131,14,75,52,11,150,17,70,35,3,133,15,64,35,4,121,8,62,19,3,85,8,42,13,0,69,36,70,14,7,140,20,54,0,0,77,10,29,3,0,41,13,15,0,0,29,8,32,4,0,48,18,109,40,12,177,23,34,29,11,93,274,774,522,62,1637
POA4876,0,0,0,0,5,0,0,0,0,3,0,0,16,0,18,0,5,18,3,29,4,13,21,3,45,4,17,23,4,54,7,29,26,0,59,9,33,21,3,66,6,38,17,3,61,11,34,19,3,65,4,17,6,0,29,6,14,3,0,27,9,34,7,0,50,5,9,8,0,23,4,9,0,0,13,3,7,0,0,11,8,3,0,0,11,7,18,13,0,40,0,0,0,0,0,88,283,207,23,605
POA4877,9,5,0,0,15,0,0,0,0,3,3,0,3,0,9,5,4,7,0,13,23,4,8,0,29,18,3,16,0,38,53,0,18,0,77,33,14,25,0,64,67,30,21,3,123,84,35,6,0,123,51,27,6,0,80,65,39,4,0,110,103,49,11,0,161,43,25,0,3,67,23,11,0,0,33,11,10,3,0,24,27,17,0,0,51,37,48,15,0,102,10,4,6,0,17,658,320,152,14,1142
POA4878,22,9,14,3,46,8,3,4,0,14,13,0,21,0,30,11,3,22,3,38,40,9,36,0,86,34,11,59,0,113,132,20,71,6,226,92,38,81,9,213,111,79,73,10,267,137,116,57,8,319,82,114,40,4,243,102,104,32,3,246,256,223,39,3,516,123,131,11,3,270,56,86,5,0,148,30,61,6,0,97,76,87,3,0,163,128,162,56,4,350,19,9,12,0,47,1457,1264,647,58,3425
POA4879,30,11,15,0,57,11,6,7,0,31,15,6,21,0,40,14,5,22,0,41,77,10,31,0,115,47,21,102,3,180,223,41,92,4,358,158,63,107,7,329,221,100,105,4,434,250,163,78,6,495,155,165,77,0,397,154,159,37,3,351,353,344,48,7,754,188,237,11,0,441,107,150,3,0,265,67,108,10,0,194,130,181,10,0,317,226,310,85,3,628,28,22,11,0,58,2463,2105,864,48,5473
POA4880,22,11,13,0,42,12,3,7,0,19,11,12,18,0,45,3,0,26,0,32,91,13,30,0,135,35,8,57,3,105,237,48,67,5,361,114,62,80,5,257,159,90,67,5,322,115,111,39,10,272,60,120,31,7,221,78,101,18,0,196,127,172,21,4,314,57,130,6,3,198,39,66,3,0,113,14,22,8,0,45,26,46,0,0,78,93,198,52,4,346,44,10,14,0,74,1342,1215,564,53,3178
POA4881,8,0,8,0,17,6,0,3,0,13,3,0,9,0,12,6,0,7,0,18,28,3,16,0,55,17,10,26,5,61,64,13,35,6,119,49,19,20,0,90,66,30,17,3,115,33,38,14,4,90,41,35,3,0,76,22,42,3,0,69,57,48,11,0,110,28,39,3,0,75,21,15,3,0,38,13,16,0,0,30,20,15,0,0,42,63,79,28,0,167,8,3,0,0,16,559,421,207,21,1207
POA4882,3,0,0,0,3,6,0,0,0,10,6,0,5,0,13,0,0,6,0,4,21,3,6,4,34,10,3,3,0,14,54,3,12,0,67,33,14,13,3,65,46,21,12,0,72,33,27,5,0,65,18,23,3,0,40,20,18,0,0,44,31,50,4,0,95,17,36,0,0,54,12,17,0,0,32,3,4,0,0,9,14,27,0,0,41,39,40,11,0,90,10,0,0,0,12,374,299,87,6,767
POA4883,8,0,3,0,16,9,3,3,0,20,9,3,16,0,27,3,0,13,0,23,57,3,29,3,88,20,6,60,3,88,188,25,61,4,279,79,37,42,9,168,128,61,51,3,243,100,64,29,8,194,53,79,16,7,150,48,73,16,3,135,93,107,29,3,225,53,74,5,0,130,20,43,0,0,64,13,8,0,0,20,35,42,0,0,75,71,107,37,0,213,33,11,13,0,54,1010,736,421,45,2209
POA4884,0,0,3,0,6,4,0,0,0,4,3,0,0,0,3,3,0,3,0,7,10,0,8,0,18,5,3,10,0,22,39,9,8,0,51,35,11,10,0,50,39,10,16,0,60,26,11,0,0,38,8,12,4,0,25,19,14,0,0,38,20,35,3,0,52,20,10,0,0,34,3,15,0,0,19,3,6,0,0,15,9,13,0,0,19,20,30,7,0,57,3,3,4,0,7,268,180,76,5,523
POA4885,4,3,6,0,15,3,0,0,0,6,9,3,3,0,11,8,0,9,0,15,30,0,15,0,45,21,3,23,0,53,86,6,30,0,124,60,17,17,3,91,73,31,12,0,125,42,32,5,0,80,28,29,3,0,57,32,25,10,3,68,42,53,6,0,98,16,39,0,0,52,12,19,0,0,32,10,17,0,0,27,8,13,3,0,23,49,65,18,0,123,8,8,4,0,23,540,357,161,10,1070
POA4886,3,3,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,4,0,3,6,6,6,0,16,4,0,4,0,7,27,3,7,0,34,15,3,0,0,18,14,10,8,0,28,11,3,0,0,15,5,3,0,0,8,8,3,0,0,11,9,12,0,0,19,8,4,0,0,12,3,0,0,0,5,0,3,0,0,3,3,3,0,0,11,6,12,4,3,32,0,7,0,0,7,119,78,36,7,236
POA4887,0,0,3,0,6,3,0,3,0,7,3,0,6,0,9,0,0,4,0,4,18,3,12,0,32,13,3,11,0,33,48,13,12,0,74,25,12,13,0,48,25,13,3,3,42,19,18,10,0,49,10,10,3,0,30,11,11,3,3,29,12,14,3,0,30,10,5,0,0,17,5,0,3,0,10,3,3,0,0,3,9,3,0,0,9,25,32,8,0,64,11,3,3,0,14,254,138,102,11,507
POA4888,5,0,6,0,15,10,4,3,0,16,3,0,3,0,10,3,0,11,0,10,21,11,16,0,39,15,4,23,0,39,84,18,19,0,119,31,33,17,4,82,34,23,21,3,79,30,17,3,0,52,10,20,0,0,38,9,18,0,0,26,12,21,0,0,35,16,8,0,0,26,6,6,0,0,12,3,6,0,0,12,8,6,3,0,9,39,35,17,0,85,16,3,3,0,16,354,224,140,13,726
POA4890,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,9,0,9,7,3,4,0,14,0,3,3,0,5,5,8,8,0,18,11,0,8,0,18,6,3,3,0,20,7,4,3,3,16,4,5,3,0,8,6,4,7,0,16,12,12,3,0,29,12,5,0,0,20,5,5,0,0,15,5,4,7,0,13,3,5,3,0,11,19,24,22,0,59,9,9,11,0,23,102,95,96,7,298
POA4891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,7,0,0,0,10,9,0,0,0,5,10,0,0,0,13,15,5,0,4,24,4,4,0,0,5,8,0,0,0,7,11,5,0,0,19,9,3,0,0,12,3,3,0,0,8,0,0,0,0,0,0,0,0,0,5,13,5,0,0,16,3,3,0,0,3,93,30,8,4,140
POA4892,5,4,3,0,9,3,3,9,3,17,6,17,51,9,83,0,3,39,0,43,47,47,54,14,162,16,37,51,9,115,25,41,45,13,127,28,55,35,12,127,21,56,31,3,114,15,51,14,3,85,15,20,9,3,50,8,20,5,0,36,29,21,5,3,52,19,14,3,3,38,7,14,3,0,23,6,3,0,0,11,5,7,0,0,17,13,33,40,9,94,4,18,21,0,45,280,464,416,77,1239
POA4895,12,3,8,0,19,0,0,3,0,7,3,5,16,0,24,0,0,10,0,18,29,20,19,3,69,15,11,31,5,63,48,20,20,4,92,22,28,21,3,71,23,38,20,3,88,29,36,11,0,81,16,18,5,3,44,25,32,6,0,60,38,35,11,6,95,18,20,0,0,38,13,19,3,0,34,4,9,0,0,16,7,9,0,0,18,42,62,17,0,124,17,3,3,3,24,371,360,208,33,973
