POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA4000,160,50,738,14,11,973,180,33,977,3,15,1204,212,98,2379,6,22,2713,4,43,82,0,0,134,121,33,674,0,10,842,3,0,57,0,0,59,4,0,92,0,3,102,0,0,49,0,0,52,348,177,3335,11,36,3905,7,0,30,10,0,39,26,7,173,31,17,256,714,269,5249,63,79,6377
POA4005,511,52,929,0,3,1493,466,51,1119,3,4,1647,208,79,2753,3,19,3058,0,29,232,0,0,267,91,27,773,0,8,898,4,0,72,0,0,79,5,0,45,0,0,55,7,3,30,0,0,34,312,139,3902,3,26,4383,12,0,24,0,0,41,34,7,136,0,7,186,1336,250,6111,4,43,7749
POA4006,116,22,412,0,0,554,137,69,784,0,4,991,137,145,3047,0,19,3338,6,4,341,0,0,352,58,35,542,0,3,635,0,3,150,0,0,156,6,8,67,0,0,79,0,0,39,0,0,36,206,191,4180,0,17,4594,3,3,31,0,0,33,17,8,149,0,5,189,482,301,5549,3,34,6372
POA4007,794,77,400,11,8,1287,724,105,494,4,3,1327,250,147,1468,4,10,1877,0,26,82,0,0,108,102,35,310,0,3,445,4,0,18,0,0,19,6,0,25,3,0,35,4,4,11,0,0,23,369,216,1904,3,10,2509,14,0,10,0,0,29,36,17,70,0,3,127,1936,412,2881,19,23,5276
POA4008,33,0,0,0,0,33,31,0,0,0,0,31,16,0,0,0,0,16,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,35,4,0,0,0,0,4,5,0,0,0,0,5,113,0,0,3,0,115
POA4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4010,78,6,83,0,0,167,122,13,80,0,0,217,85,23,295,3,3,409,3,0,37,0,0,45,34,3,49,0,4,91,0,0,10,0,0,17,0,0,3,0,0,7,0,0,3,0,0,7,129,23,406,4,9,567,3,0,26,0,0,28,7,0,32,0,0,41,336,43,627,4,10,1024
POA4011,1151,103,324,0,0,1590,1245,145,426,3,7,1833,392,230,1145,7,4,1781,5,7,52,0,0,63,149,59,230,0,3,451,7,0,7,0,0,19,6,7,12,0,0,24,18,3,5,0,0,22,574,310,1456,6,9,2353,9,6,7,0,0,26,57,16,57,0,6,134,3034,575,2274,14,31,5931
POA4012,1498,98,252,3,3,1855,1963,246,582,0,0,2793,756,330,1891,0,8,2983,56,65,240,0,0,360,241,42,265,0,4,550,16,12,51,0,0,74,12,0,23,0,0,33,18,3,15,0,0,37,1083,452,2491,6,9,4043,18,0,9,0,0,26,82,21,88,0,6,194,4643,819,3419,7,17,8909
POA4013,317,24,23,3,0,368,456,68,62,0,0,583,176,137,191,0,0,510,6,78,48,0,0,130,59,20,50,0,0,134,0,3,11,0,0,15,4,0,4,0,0,8,7,4,0,0,0,9,245,249,313,0,0,809,4,0,0,0,0,5,19,9,15,0,0,48,1045,357,405,3,0,1807
POA4014,1135,10,0,0,0,1147,1716,55,3,0,3,1775,624,43,37,3,0,709,47,17,9,0,0,76,226,4,7,0,0,244,21,20,0,0,0,34,18,0,0,0,0,19,20,0,0,0,0,20,950,86,56,7,7,1104,12,0,0,0,0,9,93,3,3,0,14,111,3904,154,69,5,21,4152
POA4017,3746,168,81,47,3,4052,5108,98,81,6,9,5301,1543,274,366,16,14,2219,175,13,173,0,0,361,533,45,71,6,8,663,14,22,43,0,0,83,51,18,13,70,3,154,42,5,10,0,0,64,2358,374,680,92,27,3540,61,54,22,0,3,137,234,38,29,11,4,317,11502,732,897,164,46,13350
POA4018,816,328,38,0,3,1182,1208,490,16,0,9,1721,515,547,24,0,15,1101,52,93,33,0,0,175,82,141,7,0,0,236,3,25,18,0,0,44,25,67,3,0,0,100,12,15,0,0,0,23,684,887,94,0,18,1683,9,27,22,0,0,59,60,37,7,0,5,103,2776,1764,166,0,39,4742
POA4019,1877,86,287,66,3,2322,2130,70,178,12,3,2397,1155,195,678,0,16,2044,98,132,313,0,0,549,422,40,173,9,0,637,0,0,32,0,0,35,32,8,10,24,0,66,25,3,10,0,3,46,1731,381,1216,33,15,3373,42,0,10,0,0,58,141,15,69,0,3,223,5915,550,1769,112,33,8367
POA4020,1981,224,670,79,7,2963,1974,89,318,3,5,2382,1083,266,798,0,9,2159,130,91,305,0,0,524,321,58,173,4,5,565,7,23,31,0,0,68,23,8,19,3,0,45,27,3,23,3,0,58,1582,450,1350,12,13,3411,40,85,51,3,0,180,130,44,67,0,3,247,5708,894,2448,95,35,9183
POA4021,1030,101,9,0,0,1144,1008,65,6,3,0,1077,444,311,10,0,0,766,113,33,36,0,0,181,188,75,4,0,0,272,0,7,0,0,0,10,10,15,0,0,0,27,11,7,0,0,0,21,769,452,50,0,4,1270,6,4,0,0,0,11,66,25,3,0,4,102,2885,650,66,7,8,3611
POA4022,459,116,143,0,0,720,536,38,8,0,0,579,500,122,16,0,0,635,117,22,42,0,0,176,72,11,3,0,0,91,3,4,8,0,0,18,5,3,0,0,0,12,4,0,0,0,0,8,709,163,73,0,0,940,4,98,42,0,0,142,37,11,19,0,0,65,1743,419,287,0,3,2456
POA4025,24,0,0,0,3,25,11,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,4,53,0,0,0,3,57
POA4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4030,937,44,175,0,0,1160,1299,71,407,5,12,1789,614,160,1641,0,8,2431,23,13,216,0,0,253,220,27,334,0,4,584,9,7,33,0,0,49,13,3,47,0,0,60,10,3,17,0,0,24,890,213,2278,3,13,3397,13,0,11,0,0,28,68,8,60,0,5,143,3211,332,2935,10,31,6515
POA4031,883,77,125,0,3,1085,1453,102,216,0,8,1776,529,205,827,4,10,1574,29,37,105,0,0,179,205,52,192,0,4,448,7,9,8,0,0,28,9,4,23,0,0,38,16,0,8,0,0,24,794,319,1160,4,8,2281,12,8,0,0,0,27,59,21,34,0,0,114,3199,533,1534,4,20,5285
POA4032,1169,134,285,0,0,1597,1046,151,223,0,3,1423,609,368,958,3,0,1933,164,116,182,0,0,463,185,56,179,3,0,414,11,7,46,0,0,67,12,11,20,0,0,47,13,9,8,0,0,25,989,565,1392,6,3,2953,16,34,145,0,0,196,128,73,84,0,3,286,3347,951,2130,4,13,6452
POA4034,4527,557,135,0,11,5225,4814,470,87,0,9,5373,1847,731,635,3,12,3225,276,192,157,0,5,629,603,265,75,0,3,950,23,75,30,0,3,137,75,111,16,149,17,357,36,16,12,3,0,60,2864,1385,920,153,38,5362,78,152,95,0,3,326,257,98,52,14,7,423,12527,2659,1285,171,70,16711
POA4035,2761,182,96,3,3,3049,3493,71,3,3,4,3576,551,167,12,0,0,736,29,0,0,0,0,29,194,62,6,0,0,266,5,5,15,0,0,23,86,15,7,0,0,106,15,3,0,0,0,26,888,253,34,0,0,1179,30,38,91,0,0,163,96,18,23,0,0,133,7265,565,253,3,10,8093
POA4036,612,0,0,0,0,611,1000,5,0,3,3,1009,321,79,3,0,0,398,27,6,0,0,0,38,110,8,3,0,0,125,0,0,0,0,0,3,8,0,0,0,0,7,5,0,0,0,0,6,478,98,3,0,0,579,13,0,0,0,0,13,29,0,0,0,0,32,2130,106,3,3,4,2243
POA4037,619,3,0,0,0,620,1439,3,0,0,0,1441,164,3,0,0,0,167,7,0,0,0,0,7,57,0,0,0,0,58,0,0,0,0,0,0,64,0,0,0,0,64,0,0,0,0,0,0,293,3,0,0,0,297,4,0,0,0,0,4,31,0,0,0,0,29,2382,11,0,0,0,2396
POA4051,2048,191,151,3,0,2394,2631,249,321,3,4,3209,967,480,1245,0,10,2713,75,57,385,0,0,519,328,96,258,0,5,693,8,21,15,0,0,45,118,34,41,0,0,197,20,3,9,0,0,37,1524,691,1959,0,22,4197,33,27,8,0,0,67,120,25,60,0,79,279,6352,1184,2504,10,101,10144
POA4053,4429,186,95,0,5,4715,5410,300,202,0,12,5927,1810,527,734,0,5,3075,467,151,222,0,0,833,672,136,111,0,5,928,10,14,60,0,0,90,228,113,65,0,3,412,31,3,7,0,0,40,3213,941,1194,0,23,5375,47,17,19,0,0,84,222,49,41,0,38,347,13325,1492,1558,3,77,16449
POA4054,1349,146,40,0,3,1533,1864,97,42,3,0,2002,581,74,17,3,3,678,297,8,27,0,0,327,163,24,6,0,0,195,3,3,0,0,0,9,28,11,0,0,0,42,13,3,0,0,0,11,1084,124,48,3,3,1260,30,78,11,0,0,123,83,51,3,0,0,137,4411,491,146,7,6,5058
POA4055,2020,50,44,0,0,2109,3140,33,69,0,0,3248,521,41,80,0,0,643,57,0,0,0,0,58,190,15,22,0,0,228,0,0,0,0,0,0,269,11,3,0,0,279,6,0,0,0,0,9,1048,65,105,0,0,1218,15,47,0,0,0,64,71,5,3,0,0,76,6288,201,212,0,3,6708
POA4059,578,39,137,0,0,761,827,93,309,0,0,1230,601,138,1261,0,12,2016,4,20,105,0,0,130,170,35,311,5,9,524,6,3,64,0,0,72,5,3,42,0,0,56,8,0,12,0,0,20,799,202,1791,3,19,2813,13,0,15,0,0,34,66,11,66,0,4,149,2291,343,2326,3,24,4988
POA4060,1192,10,111,3,3,1322,1548,12,155,0,0,1712,430,38,434,4,7,909,8,0,17,0,0,26,137,11,101,0,3,257,7,0,15,0,0,16,5,0,5,0,0,15,8,0,0,0,0,10,597,51,575,4,13,1233,14,0,3,0,0,12,69,0,27,3,19,111,3414,74,870,15,32,4399
POA4061,2136,84,14,3,3,2236,2311,81,15,0,3,2417,487,50,21,0,0,558,38,0,0,0,0,38,205,20,0,0,0,227,7,0,0,0,0,7,21,5,0,0,0,25,8,0,0,0,0,8,763,78,25,0,3,871,15,4,0,0,0,17,60,3,3,0,0,69,5289,252,50,3,12,5611
POA4064,730,54,104,5,0,899,837,76,212,0,0,1128,568,183,720,18,8,1495,3,31,41,0,0,79,219,35,126,3,0,377,6,0,20,0,0,32,10,3,7,0,0,20,13,0,9,0,0,20,819,253,925,21,5,2022,9,3,8,0,0,14,54,0,21,0,3,85,2455,387,1270,31,14,4150
POA4065,944,91,58,3,3,1102,1164,49,36,0,3,1254,357,63,121,0,3,542,11,0,0,0,0,14,135,15,35,0,0,197,6,0,0,0,0,5,9,0,0,0,0,11,8,0,0,0,0,4,521,84,158,0,8,768,9,3,4,0,0,17,40,12,6,0,3,59,2678,240,270,3,19,3202
POA4066,801,27,616,0,0,1449,845,35,645,0,0,1532,454,79,1992,4,9,2537,0,0,24,0,0,28,195,16,530,0,5,745,4,0,16,0,0,17,12,0,34,0,0,48,4,0,17,0,0,21,668,103,2606,3,12,3392,7,0,16,0,0,21,46,3,75,0,0,119,2368,175,3954,4,16,6519
POA4067,488,66,402,0,0,957,276,47,230,0,0,546,239,104,1109,0,0,1455,3,0,4,0,0,7,138,27,307,0,7,481,5,0,0,0,0,3,17,3,30,0,0,50,6,0,9,0,0,18,399,140,1464,0,10,2010,9,0,16,0,0,21,30,0,31,0,0,66,1205,250,2146,0,9,3605
POA4068,1738,132,597,0,3,2478,1401,137,583,0,12,2133,688,298,2067,0,31,3084,6,19,79,0,0,101,264,72,521,0,8,862,3,0,15,0,0,14,17,0,26,0,4,59,17,0,20,0,0,32,993,395,2722,0,48,4164,20,3,50,0,3,71,85,14,84,0,33,221,4239,687,4037,3,101,9065
POA4069,4380,135,21,0,4,4548,4558,40,14,3,7,4621,908,47,22,0,5,975,12,0,0,0,0,14,374,12,11,0,3,405,10,23,0,0,0,35,23,3,0,0,0,26,34,0,0,0,0,40,1364,91,30,3,10,1496,47,49,0,0,0,102,152,13,0,0,3,171,10507,329,65,9,22,10935
POA4070,999,76,3,0,0,1077,1891,25,0,0,0,1914,461,29,0,0,0,488,0,0,0,0,0,0,117,4,0,0,0,125,3,0,0,0,0,3,26,0,0,0,0,26,17,0,0,0,0,13,626,37,0,0,0,656,10,0,0,0,0,10,58,5,0,0,3,64,3583,139,3,0,4,3730
POA4072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,6,8
POA4073,915,52,0,0,0,969,1294,83,0,3,0,1379,316,73,4,0,0,393,20,0,0,0,0,20,66,42,0,0,0,108,0,9,0,0,0,9,16,4,0,0,0,17,3,0,0,0,0,4,418,128,4,0,0,555,5,3,0,0,0,10,30,3,0,0,0,31,2660,266,6,0,3,2940
POA4074,2689,161,13,0,0,2859,3419,126,5,0,3,3554,975,175,3,0,0,1157,13,0,0,0,0,13,312,42,4,0,3,357,15,6,0,0,0,20,19,3,0,0,0,28,18,3,0,0,0,18,1348,231,11,0,4,1589,21,0,21,0,0,46,79,3,8,0,0,90,7555,527,57,3,6,8143
POA4075,2213,115,109,0,4,2451,2681,176,140,3,6,3015,912,331,431,3,7,1683,41,80,78,0,0,201,342,83,77,3,4,506,13,12,8,0,0,38,18,8,6,0,0,40,34,3,3,0,0,35,1361,515,609,10,17,2498,26,17,22,0,3,68,83,30,25,0,4,142,6369,853,907,14,31,8176
POA4076,433,4,0,0,3,441,409,39,0,0,0,456,255,140,6,0,0,405,39,0,0,0,0,43,153,30,0,0,4,191,11,7,0,0,0,18,23,3,0,0,0,31,8,4,0,0,0,13,491,188,14,0,0,699,11,0,0,0,0,11,43,7,0,0,8,52,1384,239,18,0,11,1655
POA4077,1788,83,88,40,0,1997,2411,134,0,22,3,2569,1030,764,11,19,32,1850,1125,255,75,22,7,1486,555,102,4,5,3,669,15,56,11,0,4,86,194,41,4,78,9,323,47,16,0,0,0,63,2964,1231,104,126,51,4479,40,86,58,3,0,189,265,69,37,10,4,386,7472,1593,290,195,63,9614
POA4078,1641,89,32,3,0,1762,3624,45,15,0,0,3675,1555,226,39,0,0,1823,297,25,3,0,0,330,402,53,8,0,0,460,4,3,0,0,0,13,94,18,3,0,0,113,15,6,0,0,0,22,2365,330,59,0,0,2752,14,0,29,0,0,46,155,15,6,0,4,180,7798,471,139,3,4,8419
POA4101,794,56,728,3,4,1596,648,79,925,3,4,1652,421,164,2919,12,24,3540,7,19,262,0,0,288,272,51,864,4,14,1206,6,0,54,0,0,62,7,5,74,0,0,94,9,0,40,0,0,53,721,236,4208,16,42,5231,13,3,39,0,0,53,70,9,144,0,13,238,2250,389,6042,18,67,8775
POA4102,347,13,46,11,8,418,351,25,141,16,4,529,265,22,767,9,17,1080,3,12,217,0,0,232,169,16,175,12,6,378,12,0,28,0,0,39,9,0,17,0,0,23,11,0,14,0,0,27,461,50,1210,21,23,1770,3,0,6,0,0,14,42,4,55,0,8,111,1208,86,1462,44,44,2851
POA4103,799,75,136,0,3,1015,988,184,310,3,3,1486,463,401,1044,3,11,1919,8,85,188,0,3,279,249,81,281,0,6,614,10,3,41,0,0,58,7,7,16,0,0,30,6,3,12,0,0,25,745,585,1579,4,18,2928,9,0,7,0,0,19,62,24,49,0,3,142,2599,860,2087,5,30,5589
POA4104,468,60,143,0,0,667,453,112,125,0,3,697,167,209,322,0,6,707,5,21,121,0,0,150,84,22,59,0,0,165,0,6,13,0,0,23,4,0,6,0,0,10,8,5,3,0,0,12,265,266,527,0,6,1062,7,0,62,0,0,64,24,10,32,0,0,67,1215,444,894,0,7,2559
POA4105,1039,57,137,0,7,1233,1317,194,200,0,6,1713,426,327,538,0,10,1301,19,94,183,0,0,290,219,55,146,4,3,423,3,6,22,0,0,28,6,3,12,0,0,17,18,3,3,0,0,25,687,485,897,4,14,2085,7,0,6,0,0,13,61,22,35,0,0,124,3120,751,1278,4,21,5166
POA4106,116,0,0,3,0,118,163,7,4,0,0,169,105,15,26,0,0,149,3,0,7,0,0,5,69,0,3,0,4,78,0,0,0,0,0,0,6,0,0,0,0,10,4,0,0,0,0,4,184,17,34,0,4,246,3,0,0,0,0,3,21,0,0,0,0,26,482,23,42,4,5,561
POA4107,559,9,0,0,0,563,872,23,3,0,3,900,294,69,27,0,0,390,32,4,0,0,0,42,150,10,23,0,0,185,5,0,0,0,0,7,5,3,3,0,0,13,6,0,3,0,0,8,493,93,54,0,5,647,10,6,0,0,0,7,48,5,4,0,0,58,1979,130,65,4,9,2180
POA4108,485,16,10,0,0,505,479,38,31,0,0,546,317,65,57,0,3,438,92,88,24,0,0,205,176,15,18,0,0,210,11,3,13,0,0,34,18,3,3,0,3,26,7,0,0,0,0,7,621,170,117,0,13,917,8,4,0,0,0,9,55,8,7,0,6,76,1643,228,164,0,15,2054
POA4109,4186,196,9,7,7,4404,2881,239,19,4,3,3145,1391,463,117,0,14,1976,118,49,7,0,0,173,842,188,19,4,6,1059,28,16,4,0,3,57,98,36,6,55,0,197,44,5,0,3,0,49,2514,759,146,65,26,3509,46,21,0,0,11,76,266,238,3,8,84,604,9890,1452,181,81,130,11745
POA4110,703,6,7,0,0,716,1206,28,15,0,0,1255,570,178,17,0,3,764,300,40,15,0,0,362,204,21,8,0,3,236,3,6,0,0,0,12,35,3,0,0,0,42,14,0,0,0,0,13,1135,249,41,0,4,1434,12,5,0,0,0,17,93,18,3,0,3,111,3147,302,61,5,15,3525
POA4111,87,0,0,0,0,93,92,0,15,0,0,106,24,0,40,0,0,67,0,0,0,0,0,0,9,0,21,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,60,0,0,100,3,0,0,0,0,3,3,0,0,0,0,3,225,0,76,0,0,303
POA4112,705,23,0,0,0,730,913,70,0,0,3,984,234,170,3,0,0,404,35,0,0,0,0,36,73,33,0,0,0,109,3,7,0,0,0,12,13,16,0,0,0,27,5,4,0,0,0,6,361,229,3,3,0,593,8,0,0,0,0,6,35,12,0,0,0,49,2017,338,0,3,3,2356
POA4113,2430,293,32,40,11,2798,2392,685,38,3,15,3121,952,990,47,5,6,1998,68,19,0,0,4,91,430,321,11,0,4,763,12,41,3,0,0,65,48,69,3,273,0,395,17,19,0,0,0,40,1525,1464,60,279,25,3354,44,23,15,0,0,84,128,70,10,15,3,231,6513,2525,158,344,51,9590
POA4114,1498,132,27,12,8,1678,1802,186,35,13,5,2037,1563,1114,298,23,8,3010,761,286,110,9,0,1171,380,144,32,9,0,563,21,34,12,0,11,80,67,37,13,3,0,120,39,10,3,0,0,53,2835,1631,458,43,27,4989,25,11,4,0,7,44,228,80,34,12,9,369,6385,2037,563,84,56,9121
POA4115,1493,56,0,25,0,1572,2756,158,3,0,8,2926,780,243,30,0,0,1054,32,13,0,0,0,48,179,77,10,0,0,267,8,9,0,0,0,12,13,12,0,20,0,49,11,3,0,0,0,15,1017,364,39,27,0,1442,36,0,0,3,0,35,93,13,0,3,0,111,5387,595,41,55,6,6086
POA4116,1865,155,3,0,0,2027,2908,556,4,0,3,3468,852,721,7,0,3,1577,13,34,0,0,0,40,222,158,4,0,0,384,13,26,0,0,0,46,23,30,3,0,0,50,17,13,0,0,0,25,1130,976,11,0,3,2119,24,28,0,0,0,49,109,41,0,0,0,157,6034,1762,16,0,4,7830
POA4117,50,0,0,0,0,52,187,7,0,0,0,200,102,8,0,0,0,111,0,0,0,0,0,0,19,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,126,12,0,0,0,137,0,0,0,0,0,0,12,0,0,0,0,12,375,18,0,3,3,396
POA4118,1981,40,8,0,4,2035,4200,73,14,0,5,4295,1633,399,25,0,3,2062,197,20,0,0,0,215,523,86,8,0,0,614,4,10,0,0,0,19,36,20,0,0,0,57,31,11,0,0,0,39,2426,544,29,0,3,3001,27,0,0,0,3,28,176,18,0,3,0,193,8804,675,50,8,12,9547
POA4119,433,21,0,0,0,447,858,57,0,0,3,920,250,155,14,0,0,420,11,31,3,0,0,50,100,23,9,0,0,130,0,0,0,0,0,0,6,3,0,0,0,11,6,0,0,0,0,6,371,215,23,0,0,617,3,3,0,0,0,5,27,8,0,0,0,37,1697,297,28,0,3,2024
POA4120,396,35,138,0,3,575,603,76,256,0,0,932,317,171,953,0,20,1457,4,9,194,0,0,211,135,30,206,0,0,377,4,0,10,0,0,16,7,0,9,0,0,17,9,0,11,0,0,16,477,214,1384,3,18,2092,7,0,8,0,0,16,27,7,51,0,0,87,1510,328,1826,3,24,3697
POA4121,2416,32,67,14,3,2526,3242,80,105,35,7,3470,982,128,394,19,6,1536,281,47,146,0,0,479,349,44,63,4,0,460,12,3,10,0,0,28,10,7,13,0,0,24,28,0,6,0,0,40,1663,232,631,23,11,2560,35,0,3,0,0,36,134,8,33,3,7,189,7489,358,837,75,27,8792
POA4122,4296,209,149,4,4,4664,4473,414,268,3,13,5165,1611,531,733,3,7,2887,432,83,295,0,0,812,631,159,199,0,3,995,33,34,42,0,0,107,32,23,35,0,0,88,43,6,16,0,0,67,2781,833,1314,3,23,4952,83,54,28,0,0,163,226,20,55,0,7,313,11860,1529,1810,12,42,15247
POA4123,1650,94,31,30,3,1808,2727,161,10,0,0,2899,661,191,23,0,3,884,91,16,3,0,0,113,291,58,3,0,3,353,4,4,0,0,0,11,24,8,0,17,0,45,14,3,0,0,0,15,1085,284,32,15,7,1414,14,3,52,0,0,68,98,10,5,3,0,113,5571,549,131,47,7,6313
POA4124,1157,76,0,4,3,1239,3149,12,0,4,9,3174,730,77,3,0,5,807,125,0,0,0,0,126,255,14,0,0,0,270,0,4,0,0,0,4,16,5,0,0,3,28,17,0,0,0,0,20,1150,103,3,3,10,1262,24,62,0,0,0,90,105,14,0,0,0,119,5590,264,4,10,16,5881
POA4125,992,51,0,26,3,1075,871,5,0,0,0,874,193,15,0,0,0,207,3,0,0,0,0,3,59,3,0,5,0,65,0,0,0,0,0,0,25,3,0,29,0,59,3,0,0,0,0,4,285,20,0,33,4,335,15,0,0,0,0,15,69,0,0,4,5,82,2239,74,0,62,10,2384
POA4127,2035,195,59,39,7,2336,3060,327,14,3,0,3405,1011,677,47,3,3,1748,298,58,4,0,0,365,432,154,44,0,3,643,10,14,6,0,0,33,45,22,18,41,3,126,29,7,5,0,0,39,1827,940,124,49,8,2953,24,25,24,0,0,78,139,25,12,3,5,191,7088,1516,235,96,18,8956
POA4128,1292,31,45,25,0,1396,2615,59,99,0,9,2775,522,116,110,0,0,755,15,25,9,0,0,42,209,33,29,0,0,273,0,0,0,0,0,0,17,5,3,22,0,51,12,0,0,0,0,10,771,180,151,22,0,1124,11,0,0,0,0,16,87,4,9,3,0,99,4772,278,304,47,6,5412
POA4129,415,0,0,0,0,416,972,9,0,0,0,984,360,23,0,0,0,383,26,3,0,0,0,31,129,10,0,0,0,134,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,520,36,0,0,3,557,5,0,0,0,0,5,47,0,0,0,0,47,1963,46,0,0,3,2011
POA4130,743,22,8,67,0,843,1391,42,0,3,3,1439,159,40,8,0,0,210,3,0,0,0,0,3,92,32,0,0,3,129,0,0,0,0,0,3,9,0,0,18,0,27,7,0,0,0,0,7,280,73,9,20,4,383,7,0,4,0,0,13,49,0,0,11,0,55,2466,139,26,96,8,2733
POA4131,479,15,10,0,0,506,870,40,27,0,3,935,678,215,130,0,12,1041,272,46,17,0,3,336,143,63,10,0,0,220,3,9,5,0,0,19,13,20,7,0,0,41,9,3,3,0,0,14,1115,359,180,0,15,1667,6,0,0,0,0,6,67,12,8,0,6,100,2536,426,220,0,33,3217
POA4132,974,7,0,0,0,987,2522,25,0,15,0,2565,1968,476,9,14,13,2477,289,51,0,3,0,347,423,34,15,3,4,471,8,5,18,0,3,35,40,15,14,0,3,68,18,7,9,0,0,35,2739,581,61,18,20,3428,26,0,0,0,0,26,183,29,7,3,3,221,6451,650,67,39,30,7236
POA4133,1236,44,70,26,7,1377,1857,82,13,0,9,1963,1239,330,46,3,3,1619,91,74,15,0,0,181,198,42,25,6,4,270,4,8,25,0,0,37,38,9,6,87,0,144,21,4,5,0,0,31,1590,461,119,95,12,2280,39,0,14,0,0,52,146,20,12,8,3,193,4872,609,229,129,26,5863
POA4151,964,58,465,0,3,1490,1248,117,555,0,4,1924,448,243,1433,0,13,2134,7,67,132,0,0,211,149,41,303,0,0,494,3,5,9,0,0,20,5,3,17,0,0,28,8,0,9,0,0,13,619,369,1898,6,11,2904,15,0,80,0,0,95,55,13,75,0,0,145,2900,550,3081,5,23,6552
