POA_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
POA4037,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,9,0,9,3,14,..,4,3,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,4,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,39,0,42,0,42,..,220,14,239,3,240,..,11,0,11,96,108,3677,230,14,248,98,4023,7297,..,..,..,..,7297,..,69,0,69,0,69,..,8,0,11,0,11,..,0,0,0,0,0,..,14,0,17,0,17,..,10,3,14,0,14,..,4,0,4,0,4,..,26,5,36,0,36,..,0,0,0,0,0,..,11,0,11,0,11,..,18,0,18,0,18,..,28,3,27,0,30
POA4051,0,32,..,3,0,0,0,3,..,0,0,0,0,0,..,23,7,34,0,34,..,23,6,25,0,25,..,24,0,22,0,22,..,3,0,3,0,3,..,7,0,13,0,13,..,35,0,33,0,33,..,14,0,14,0,14,..,26,0,26,0,32,..,12,3,17,0,17,..,91,6,90,0,96,..,101,6,105,0,108,..,13,3,13,0,13,..,32,11,38,0,38,..,10,0,10,0,10,..,26,0,31,0,31,..,190,28,219,3,225,..,1274,167,1441,13,1456,..,28,8,33,671,705,11624,1300,169,1475,687,13783,23332,..,..,..,..,23332,..,38,0,42,0,42,..,42,4,44,0,44,..,3,3,4,0,4,..,114,20,133,0,132,..,211,38,253,0,251,..,11,8,21,0,21,..,337,62,401,4,406,..,16,0,17,0,17,..,42,3,47,0,47,..,135,3,133,0,133,..,90,3,95,0,95
POA4053,0,54,..,14,0,14,0,14,..,10,0,10,0,10,..,45,9,55,0,55,..,41,3,49,3,49,..,24,0,24,0,24,..,26,0,24,0,24,..,6,0,8,0,8,..,51,0,57,0,56,..,26,0,26,0,26,..,104,3,105,3,109,..,20,0,21,0,23,..,202,9,207,3,209,..,120,18,134,4,139,..,31,0,35,0,35,..,48,9,58,4,61,..,3,0,3,0,3,..,44,16,55,0,55,..,409,86,486,12,499,..,2308,307,2608,29,2644,..,40,0,46,804,849,19250,2346,308,2654,835,22740,37438,..,..,..,..,37438,..,109,3,117,0,117,..,80,9,93,0,93,..,15,0,15,0,15,..,187,46,229,0,235,..,377,65,446,3,446,..,21,4,25,0,25,..,585,117,700,3,709,..,27,4,28,0,28,..,55,7,59,0,59,..,115,3,120,6,123,..,164,0,164,0,169
POA4054,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,5,0,6,0,6,..,10,0,10,0,10,..,7,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,12,0,12,0,12,..,10,0,10,0,10,..,22,0,20,0,20,..,0,0,0,0,0,..,45,3,42,0,46,..,32,3,37,0,39,..,3,0,3,0,3,..,5,0,11,0,11,..,0,0,0,0,0,..,10,6,15,0,15,..,110,30,139,3,145,..,457,73,528,10,541,..,18,3,23,190,216,6291,479,79,553,203,7045,12202,..,..,..,..,12202,..,35,0,35,0,35,..,30,3,39,0,38,..,0,0,0,0,0,..,34,11,44,0,44,..,36,12,48,0,48,..,0,0,0,0,0,..,70,21,89,0,89,..,0,0,6,0,6,..,30,0,27,0,31,..,33,0,33,0,32,..,49,4,53,0,53
POA4055,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,24,0,24,..,24,0,25,0,25,..,21,3,23,0,23,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,7,0,7,0,7,..,21,0,21,0,21,..,12,0,12,0,12,..,53,0,49,0,49,..,35,6,44,0,46,..,3,0,3,0,3,..,15,7,24,0,19,..,0,0,0,0,0,..,0,0,0,0,0,..,120,19,133,3,136,..,645,67,710,7,716,..,8,0,14,298,313,9323,653,68,723,311,10355,18609,..,..,..,..,18609,..,89,3,92,0,92,..,36,6,41,0,41,..,0,0,0,0,0,..,43,7,45,0,46,..,73,12,91,0,91,..,6,0,6,0,6,..,118,22,140,0,144,..,0,0,0,0,0,..,25,0,25,0,25,..,48,0,48,0,48,..,89,7,95,0,95
POA4059,0,83,..,0,0,0,0,0,..,0,0,0,0,0,..,14,10,24,0,24,..,16,0,19,0,19,..,17,0,17,0,17,..,0,0,0,0,0,..,3,0,3,0,3,..,17,0,20,0,20,..,26,4,26,0,26,..,13,0,13,0,13,..,21,0,21,0,21,..,78,5,83,0,83,..,48,3,48,0,48,..,17,0,17,0,17,..,8,5,13,0,13,..,9,3,7,0,7,..,43,11,50,0,50,..,127,23,147,6,150,..,1465,360,1823,8,1838,..,4,16,22,463,488,4442,1470,377,1845,476,6760,8854,..,..,..,..,8854,..,28,0,28,0,28,..,262,202,463,3,463,..,8,0,8,0,8,..,264,38,301,0,303,..,773,170,941,0,941,..,83,45,125,0,129,..,1112,261,1371,3,1373,..,8,0,8,0,8,..,18,0,18,0,18,..,54,0,54,0,54,..,86,0,88,0,88
POA4060,0,14,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,6,0,9,0,9,..,10,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,5,0,5,0,5,..,3,0,3,0,3,..,3,0,3,0,3,..,18,0,18,0,18,..,48,3,51,0,51,..,3,0,3,0,3,..,10,0,12,0,12,..,0,0,0,0,0,..,9,0,9,0,9,..,82,5,92,3,94,..,455,48,502,3,509,..,9,0,9,295,303,5712,462,48,510,299,6526,11485,..,..,..,..,11485,..,12,0,16,0,16,..,6,3,11,0,11,..,6,0,12,0,12,..,35,7,46,0,46,..,59,13,70,0,70,..,0,0,0,0,0,..,94,20,119,0,119,..,3,0,3,0,3,..,18,0,18,0,18,..,46,3,47,0,47,..,48,0,48,0,48
POA4061,0,21,..,24,3,31,0,31,..,0,0,0,0,0,..,17,0,19,0,19,..,21,0,21,0,21,..,14,9,19,0,19,..,0,0,0,0,0,..,8,0,8,0,8,..,6,0,6,0,5,..,10,0,10,0,10,..,18,0,18,0,18,..,0,0,0,0,0,..,37,0,37,0,33,..,47,3,56,0,56,..,8,0,8,0,8,..,14,3,12,0,12,..,0,0,0,0,0,..,3,0,4,0,4,..,103,22,122,0,124,..,692,89,782,4,789,..,12,3,14,294,307,7466,708,96,802,302,8568,14659,..,..,..,..,14659,..,62,0,64,0,64,..,6,0,6,0,6,..,0,0,0,0,0,..,27,4,35,0,31,..,116,39,147,3,153,..,7,4,12,0,12,..,145,46,193,4,196,..,12,0,14,0,14,..,39,0,40,0,40,..,82,4,88,0,88,..,98,7,105,0,104
POA4064,0,17,..,8,0,8,0,11,..,0,0,0,0,0,..,8,0,8,0,8,..,17,0,17,0,17,..,18,3,19,0,19,..,0,0,0,0,0,..,7,0,7,0,7,..,4,0,4,0,4,..,7,0,7,0,7,..,6,0,6,0,6,..,3,0,3,0,3,..,18,0,18,0,18,..,43,11,57,0,54,..,4,0,4,0,4,..,15,0,12,0,12,..,3,0,3,0,3,..,3,0,8,0,8,..,80,10,90,0,90,..,587,88,673,4,674,..,12,0,18,309,326,4499,598,88,687,313,5500,8891,..,..,..,..,8891,..,14,0,14,0,14,..,33,11,43,0,43,..,0,0,4,0,4,..,37,8,49,0,46,..,140,30,171,0,172,..,13,3,16,0,16,..,192,45,231,3,232,..,11,0,11,0,11,..,21,0,21,0,21,..,86,9,95,0,95,..,66,4,74,0,74
POA4065,0,7,..,7,3,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,10,0,10,0,10,..,6,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,9,0,9,0,9,..,32,0,34,0,34,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,65,8,68,0,73,..,345,24,375,0,373,..,9,0,13,197,205,4353,361,27,387,198,4939,8474,..,..,..,..,8474,..,32,0,28,0,28,..,5,0,5,0,5,..,0,0,0,0,0,..,10,0,9,0,9,..,41,5,47,0,50,..,3,0,3,0,3,..,52,6,63,0,67,..,3,0,3,0,3,..,22,0,22,0,22,..,66,0,68,0,68,..,40,0,40,0,40
POA4066,3,50,..,0,0,0,0,0,..,3,0,3,0,3,..,35,6,43,0,43,..,8,0,8,0,8,..,16,3,21,0,21,..,3,0,3,0,3,..,10,0,9,0,9,..,17,0,17,0,17,..,43,4,45,0,45,..,23,0,29,0,29,..,16,0,18,0,18,..,102,5,103,0,103,..,107,12,114,0,122,..,28,0,25,0,25,..,31,11,44,0,44,..,3,0,3,0,3,..,32,4,32,0,32,..,174,14,191,0,195,..,1654,181,1837,18,1856,..,17,0,17,554,573,6110,1674,181,1856,570,8536,12102,..,..,..,..,12102,..,36,0,36,0,36,..,51,9,68,0,68,..,6,0,6,0,6,..,213,28,240,4,239,..,817,106,923,10,932,..,59,17,80,0,80,..,1084,153,1238,11,1247,..,8,0,8,0,8,..,23,0,23,0,24,..,90,7,91,0,92,..,100,0,105,0,101
POA4067,0,49,..,0,0,0,0,0,..,0,0,0,0,0,..,33,3,30,0,30,..,8,0,8,0,8,..,20,3,26,0,26,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,6,..,158,17,168,3,169,..,7,0,7,0,7,..,257,3,263,0,262,..,431,20,451,3,453,..,71,8,78,0,81,..,33,0,31,0,31,..,30,0,31,0,31,..,0,0,3,0,3,..,107,23,129,0,129,..,111,11,124,3,124,..,2188,210,2395,11,2407,..,5,0,7,350,359,2569,2195,208,2401,360,5331,5197,..,..,..,..,5197,..,18,0,18,0,18,..,54,6,56,0,56,..,0,0,0,0,0,..,216,19,233,0,233,..,1452,150,1597,3,1605,..,110,25,136,0,133,..,1774,196,1967,4,1970,..,3,0,4,0,4,..,16,0,17,0,17,..,63,5,67,0,67,..,71,8,84,0,84
POA4068,0,150,..,0,0,0,0,0,..,0,0,0,0,0,..,97,11,102,0,102,..,20,0,17,0,17,..,36,3,39,0,39,..,4,0,4,0,4,..,6,0,6,0,6,..,29,0,29,0,29,..,87,8,101,0,101,..,32,0,33,0,33,..,38,0,36,0,36,..,184,12,200,0,200,..,158,24,182,3,182,..,53,0,52,0,56,..,28,0,27,0,27,..,4,0,4,0,4,..,78,7,85,0,85,..,257,24,282,13,295,..,2749,403,3152,28,3180,..,20,3,21,559,579,8247,2764,410,3174,588,12014,16427,..,..,..,..,16427,..,51,0,51,0,51,..,148,80,224,0,228,..,3,0,3,0,3,..,390,58,449,0,449,..,1314,223,1538,4,1541,..,57,21,80,0,80,..,1770,302,2064,4,2071,..,7,0,12,0,12,..,44,0,46,0,46,..,135,3,139,3,145,..,167,3,170,0,176
POA4069,0,129,..,0,0,0,0,0,..,0,0,0,0,0,..,65,4,69,0,70,..,48,0,50,0,50,..,48,8,59,0,59,..,3,0,3,0,3,..,20,3,21,0,21,..,14,0,14,0,14,..,39,3,41,0,41,..,31,0,36,0,36,..,9,0,9,0,12,..,95,3,97,0,99,..,116,3,122,0,122,..,49,0,50,0,50,..,27,8,34,0,34,..,8,0,8,0,8,..,58,8,63,0,63,..,242,26,269,6,279,..,2299,232,2534,19,2553,..,51,0,58,629,686,13891,2353,232,2587,652,17132,27480,..,..,..,..,27480,..,209,6,214,3,214,..,25,3,30,0,33,..,0,0,0,0,0,..,274,42,317,0,317,..,700,126,834,5,837,..,52,4,53,0,53,..,1025,174,1208,5,1211,..,7,0,13,0,13,..,110,3,112,0,112,..,182,0,183,0,183,..,303,5,311,0,312
POA4070,0,37,..,0,0,0,0,0,..,0,0,0,0,0,..,8,3,10,0,10,..,7,0,7,0,7,..,19,0,23,0,23,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,13,..,7,0,7,0,7,..,17,0,15,0,15,..,6,0,6,0,6,..,38,0,38,0,38,..,35,9,49,0,49,..,14,0,14,0,14,..,8,3,11,0,11,..,3,0,3,0,3,..,13,3,18,0,18,..,96,7,108,3,107,..,658,65,725,8,727,..,7,0,7,170,177,5013,668,65,728,178,5922,9874,..,..,..,..,9874,..,118,0,118,0,118,..,9,0,9,0,9,..,0,0,0,0,0,..,43,0,45,0,45,..,103,25,126,0,126,..,7,0,8,0,8,..,153,26,185,0,185,..,3,0,3,0,3,..,38,0,38,0,38,..,74,3,72,0,72,..,63,0,63,3,64
POA4072,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,3,0,3,0,3,..,8,0,8,0,8,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,13,0,13,0,13,..,227,5,240,0,240,..,0,0,0,19,19,951,227,5,240,19,1210,1706,..,..,..,..,1706,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,59,7,65,0,65,..,138,3,143,0,148,..,3,0,3,0,3,..,200,11,209,3,209,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,12,0,12,..,12,0,12,0,12
POA4073,0,46,..,4,0,4,0,4,..,0,0,0,0,0,..,54,5,58,0,58,..,16,0,24,0,24,..,12,0,12,0,12,..,6,0,6,0,6,..,5,0,6,0,6,..,9,0,9,0,9,..,13,0,13,0,13,..,15,0,15,0,12,..,10,0,10,0,10,..,45,0,45,0,45,..,37,10,39,0,39,..,31,5,31,0,31,..,9,0,11,0,11,..,0,0,0,0,0,..,103,36,135,0,138,..,112,12,121,0,122,..,1021,141,1159,6,1163,..,0,0,3,115,116,3503,1026,136,1165,120,4789,6775,..,..,..,..,6775,..,34,0,34,0,34,..,57,3,61,0,61,..,0,0,0,0,0,..,105,14,121,0,121,..,244,48,293,0,293,..,22,5,33,0,33,..,372,68,447,0,445,..,10,3,10,0,10,..,21,0,23,0,23,..,51,3,53,0,53,..,69,0,69,0,74
POA4074,0,73,..,9,0,7,0,7,..,4,0,4,0,4,..,84,13,94,0,94,..,27,0,27,0,27,..,27,0,30,0,30,..,7,0,7,0,7,..,40,3,40,0,40,..,29,0,29,0,29,..,29,0,29,0,29,..,52,0,52,0,52,..,13,0,13,0,13,..,129,0,128,0,128,..,74,5,82,0,82,..,95,11,106,0,105,..,34,7,41,0,41,..,7,3,9,0,9,..,284,83,369,0,368,..,206,40,239,9,247,..,2268,411,2674,23,2694,..,23,0,25,296,322,9009,2291,409,2700,321,12024,17988,..,..,..,..,17988,..,96,0,98,0,98,..,180,19,201,3,201,..,3,0,3,0,3,..,332,89,421,3,422,..,654,184,831,3,836,..,29,7,31,0,31,..,1006,277,1287,3,1292,..,17,0,14,0,14,..,38,0,38,0,38,..,71,0,77,0,77,..,106,0,108,0,113
POA4075,0,80,..,0,0,0,0,0,..,0,0,0,0,0,..,33,9,42,0,42,..,35,4,37,0,37,..,22,0,26,0,26,..,16,0,16,0,16,..,10,5,12,0,12,..,32,0,32,0,32,..,25,0,25,0,25,..,36,0,36,0,36,..,14,0,14,0,14,..,107,0,107,0,107,..,98,12,105,0,104,..,31,3,34,0,34,..,35,5,41,0,44,..,3,0,3,0,3,..,214,94,314,0,318,..,250,41,295,10,301,..,1609,303,1913,15,1928,..,14,0,13,692,712,9411,1619,307,1931,712,12048,18399,..,..,..,..,18399,..,35,0,35,0,35,..,95,22,114,0,114,..,4,0,4,0,4,..,110,24,132,0,137,..,235,57,289,0,293,..,20,3,22,0,22,..,367,85,447,4,451,..,4,0,6,0,6,..,35,0,35,0,35,..,99,7,109,0,106,..,84,8,88,0,87
POA4076,0,3,..,0,0,3,0,3,..,7,0,9,0,9,..,3,7,9,0,9,..,14,3,16,0,16,..,0,0,0,0,0,..,38,3,44,0,44,..,12,3,9,0,9,..,6,0,6,0,6,..,3,0,3,0,3,..,38,0,38,0,38,..,3,0,3,0,3,..,50,0,50,0,50,..,30,8,35,0,35,..,6,8,12,0,12,..,3,4,4,0,4,..,0,0,0,0,0,..,271,192,466,0,461,..,74,33,101,9,111,..,718,312,1023,12,1037,..,5,3,11,600,607,1177,724,314,1035,610,2824,2618,..,..,..,..,2618,..,8,0,5,0,5,..,71,20,92,0,94,..,0,0,0,0,0,..,27,21,46,0,46,..,32,3,34,0,38,..,3,4,9,0,9,..,55,28,90,0,86,..,3,0,3,0,3,..,5,0,5,0,5,..,9,4,11,0,11,..,9,0,9,0,9
POA4077,0,42,..,0,0,0,0,0,..,3,0,3,0,3,..,23,20,43,0,43,..,18,0,18,0,18,..,17,3,16,0,16,..,395,48,440,4,452,..,39,10,49,0,49,..,65,5,69,0,69,..,32,9,41,0,45,..,136,9,147,6,148,..,27,0,28,0,28,..,266,21,289,5,291,..,134,33,162,0,162,..,66,18,83,0,82,..,22,9,26,0,26,..,0,0,3,0,3,..,2011,1674,3687,29,3718,..,1023,433,1454,35,1489,..,5058,2544,7598,89,7693,..,55,22,75,1401,1475,6670,5109,2563,7675,1495,15842,13030,..,..,..,..,13030,..,3,0,3,0,3,..,385,117,500,3,500,..,18,0,19,0,19,..,120,59,177,0,180,..,256,121,373,3,374,..,21,13,31,0,31,..,397,184,580,6,586,..,28,4,35,0,35,..,28,0,28,0,33,..,47,3,48,0,48,..,38,0,39,0,39
POA4078,0,87,..,13,5,19,0,19,..,0,0,0,0,0,..,37,4,42,0,42,..,27,0,33,0,33,..,29,3,30,0,31,..,268,21,290,8,294,..,43,10,49,0,53,..,64,0,69,0,68,..,19,0,19,0,19,..,97,3,103,0,103,..,23,0,23,0,23,..,208,6,212,0,210,..,115,15,129,0,130,..,61,3,65,0,65,..,26,3,25,0,25,..,3,0,3,0,3,..,598,313,907,0,907,..,470,97,569,24,589,..,3124,678,3800,44,3842,..,31,0,34,601,628,8881,3147,676,3826,640,13355,17244,..,..,..,..,17244,..,102,0,98,0,98,..,92,21,110,0,110,..,4,0,4,0,10,..,105,15,122,0,125,..,401,135,539,4,548,..,19,3,24,0,24,..,526,158,688,10,695,..,11,5,13,0,13,..,49,0,49,0,49,..,75,3,74,0,74,..,57,0,58,0,62
POA4101,0,198,..,0,0,0,0,0,..,0,0,0,0,0,..,51,7,54,0,54,..,15,0,20,0,20,..,39,0,40,0,40,..,11,0,11,0,11,..,17,0,18,0,18,..,26,0,27,0,27,..,37,0,37,0,40,..,32,0,32,0,32,..,27,0,27,0,27,..,118,0,122,0,117,..,212,11,223,3,225,..,24,0,24,0,24,..,56,14,66,0,66,..,23,3,25,0,25,..,188,74,260,0,261,..,303,35,336,5,345,..,3151,544,3694,24,3716,..,22,10,26,955,986,6716,3170,550,3723,978,11412,13803,..,..,..,..,13803,..,17,0,17,0,17,..,149,26,170,0,170,..,4,0,4,0,4,..,402,59,457,8,467,..,1021,185,1209,0,1214,..,48,21,74,0,74,..,1474,272,1737,7,1748,..,12,0,12,0,12,..,56,0,56,0,56,..,225,3,229,4,233,..,154,4,162,0,162
POA4102,4,78,..,0,0,0,0,0,..,0,0,0,0,0,..,11,3,14,0,16,..,16,5,25,0,25,..,24,5,27,0,27,..,0,0,0,0,0,..,15,3,19,0,19,..,13,0,14,0,10,..,3,0,3,0,3,..,19,0,19,0,19,..,3,0,3,0,3,..,40,0,43,0,39,..,59,14,72,0,68,..,11,3,8,0,8,..,18,14,31,0,31,..,3,0,4,0,4,..,74,29,100,0,100,..,109,14,121,0,121,..,993,203,1202,9,1209,..,9,0,9,308,317,2121,999,204,1206,318,3641,4547,..,..,..,..,4547,..,3,0,3,0,3,..,48,17,65,0,65,..,0,0,0,0,0,..,94,27,121,0,124,..,352,51,402,3,408,..,16,3,16,0,16,..,462,84,539,0,548,..,12,4,14,0,15,..,3,0,3,0,3,..,60,4,59,0,59,..,45,0,42,0,42
POA4103,0,40,..,0,0,3,0,3,..,0,0,0,0,0,..,39,12,48,0,48,..,20,0,17,0,17,..,19,4,20,0,20,..,6,0,6,0,6,..,12,3,14,0,16,..,21,0,21,0,21,..,9,0,9,0,9,..,34,0,37,0,37,..,11,0,15,0,15,..,78,0,79,0,79,..,90,10,105,0,105,..,23,4,22,0,22,..,34,0,35,0,35,..,3,0,3,0,3,..,101,40,140,0,141,..,222,36,257,4,258,..,1478,215,1693,14,1702,..,12,0,15,415,425,5065,1493,213,1705,425,7193,10078,..,..,..,..,10078,..,15,0,21,0,21,..,76,11,85,0,87,..,3,0,3,0,3,..,117,16,130,0,134,..,392,40,436,3,437,..,10,3,16,0,16,..,519,62,582,8,584,..,9,0,12,0,12,..,19,0,19,0,19,..,84,3,86,0,88,..,74,3,74,0,74
