POA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA4630,316,207,63,4,597,278,11,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,0,10,0,3,0,0,3,0,0,8,327,215,63,4,611,286,15,909
POA4650,3963,2817,1462,124,8361,2716,408,11482,67,14,37,5,129,417,13,555,10,12,21,0,40,75,3,123,75,18,65,7,171,499,11,679,41,11,48,5,100,239,13,355,0,0,0,0,0,6,0,4,6,0,0,0,8,3,0,12,0,0,0,0,0,0,0,0,46,11,48,5,107,248,13,367,33,4,4,0,46,97,3,151,13,3,3,0,18,13,3,36,3,3,0,0,13,11,0,24,0,3,0,0,3,4,0,10,57,11,10,0,78,129,10,212,30,26,4,0,57,29,5,91,4167,2890,1588,130,8775,3616,443,12837
POA4655,7170,4872,2338,150,14525,3798,641,18969,335,63,156,14,569,764,64,1400,207,67,156,10,442,559,52,1056,543,132,317,21,1012,1323,115,2455,108,17,37,3,164,255,21,440,32,4,22,0,61,90,17,168,99,3,3,3,110,91,9,211,0,0,0,0,0,0,0,0,240,24,67,7,341,436,41,819,82,6,18,3,106,184,11,309,38,3,9,0,49,86,5,150,15,3,0,0,18,7,0,25,10,7,3,0,15,8,0,25,139,21,33,4,191,291,24,498,48,18,12,0,80,124,6,206,8143,5068,2763,177,16153,5971,826,22947
POA4659,817,290,153,16,1271,411,65,1747,11,0,4,0,13,28,0,41,3,0,0,0,3,0,0,5,16,0,4,0,15,29,0,46,4,0,0,0,4,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,16,0,20,38,0,3,0,45,60,5,112,4,0,0,0,5,8,0,14,6,0,0,0,11,0,0,7,0,0,0,0,0,3,0,3,46,3,7,0,58,74,7,135,4,3,0,0,3,0,0,8,878,298,158,13,1350,528,77,1953
POA4660,1137,546,235,16,1935,574,79,2581,11,0,3,0,17,41,3,64,3,0,0,0,7,3,0,8,16,0,4,0,19,45,0,67,0,0,4,0,5,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10,15,0,21,9,0,0,0,16,35,0,44,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,10,10,0,0,0,10,6,0,15,28,0,3,0,28,43,3,77,3,6,0,0,9,3,0,16,1181,556,245,18,2003,673,85,2764
POA4662,74,69,34,3,179,53,4,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,4,0,14,0,0,3,0,3,0,0,3,3,3,0,0,13,3,0,16,0,0,0,0,0,3,0,4,74,74,39,3,193,66,8,262
POA4670,8725,7116,3295,247,19386,5255,841,25481,465,75,167,18,726,1055,61,1839,59,26,48,10,139,257,33,423,521,99,212,22,862,1311,94,2260,236,81,174,25,520,1037,70,1624,10,3,0,0,10,11,3,25,48,13,4,0,68,36,3,109,0,0,0,0,0,3,0,3,294,102,181,25,595,1083,78,1759,94,9,11,0,118,172,13,300,34,3,4,4,48,104,6,152,8,3,0,0,6,12,0,17,5,10,0,0,15,13,3,32,143,24,14,4,189,295,16,497,37,28,11,0,71,50,10,130,9716,7366,3722,303,21104,7990,1039,30132
POA4671,764,474,231,18,1492,577,71,2138,3,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,8,0,4,0,15,14,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,8,0,5,0,12,29,0,44,9,3,0,0,11,22,0,31,0,0,0,0,0,0,0,0,10,12,6,0,27,22,0,49,3,0,0,0,4,0,0,9,27,11,6,0,41,45,3,91,6,5,0,0,13,3,0,18,806,491,239,25,1561,653,78,2287
POA4673,86,62,22,0,175,51,4,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,11,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11,11,0,22,0,0,0,0,0,0,0,0,94,64,22,0,184,60,4,247
POA4674,213,93,53,9,367,144,28,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,14,3,21,0,0,3,0,3,0,0,5,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,8,0,3,0,6,20,4,28,0,0,0,0,3,0,0,3,221,94,53,9,376,165,31,578
POA4676,25,10,4,0,43,19,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,4,0,42,20,0,64
POA4677,432,318,95,0,840,303,40,1178,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,4,6,3,0,0,16,16,0,36,7,3,0,0,9,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,4,0,29,30,0,56,3,6,0,0,12,14,0,27,3,0,0,0,6,3,0,8,0,4,3,0,6,3,0,8,3,0,0,0,6,3,0,4,10,9,3,0,26,27,0,50,11,3,4,0,18,15,0,32,471,335,108,0,914,369,37,1329
POA4678,147,80,22,3,251,77,4,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,5,0,0,5,3,0,0,0,7,3,0,10,0,0,0,0,0,0,0,0,151,80,22,3,254,84,4,346
POA4680,4649,6389,1712,127,12888,2658,449,15993,79,40,52,7,178,234,14,423,132,90,67,10,304,228,24,554,210,130,120,16,476,463,47,980,131,76,80,5,298,574,42,915,21,3,12,3,37,78,15,130,64,27,5,3,94,123,15,231,0,0,0,0,0,0,0,0,219,105,95,14,435,778,69,1281,51,8,8,3,68,141,5,212,5,3,0,0,9,12,0,22,0,4,0,0,5,6,0,18,0,4,0,0,8,0,0,6,66,16,13,3,95,159,10,259,14,6,4,0,20,13,0,32,5162,6643,1944,162,13912,4065,569,18548
POA4694,21,17,7,0,45,16,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,17,7,0,47,14,0,64
POA4695,146,112,36,4,294,94,4,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,4,148,110,37,4,297,99,9,394
POA4697,20,18,3,0,36,12,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,3,0,42,18,0,52
POA4699,57,47,13,0,116,31,8,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,57,47,13,0,120,29,8,155
POA4700,1302,1439,767,96,3601,1367,219,5183,40,9,24,4,80,185,10,270,25,8,16,3,51,132,14,192,65,25,35,9,132,314,25,466,37,28,37,3,106,263,35,400,7,0,4,0,13,21,4,36,27,4,0,3,42,40,3,80,0,0,0,0,0,0,0,0,74,34,39,4,156,329,39,524,0,0,0,0,0,8,0,8,9,0,0,0,9,9,0,20,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,9,15,0,0,0,14,18,0,35,18,14,3,0,45,38,3,86,1476,1516,850,109,3947,2062,279,6289
POA4701,3708,4425,1856,170,10153,2781,411,13342,204,109,110,20,442,607,48,1096,42,25,30,8,94,194,26,311,247,130,141,25,536,796,72,1406,81,53,66,4,205,335,44,588,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,8,0,6,81,59,61,4,203,345,44,600,6,0,0,0,8,24,0,33,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,4,0,5,0,6,0,0,5,10,3,6,0,16,28,0,43,4,3,6,0,15,15,3,35,4044,4618,2067,195,10923,3956,532,15416
POA4702,2751,3113,1051,60,6975,1701,200,8874,16,4,3,0,25,54,0,79,8,0,0,0,7,14,0,22,21,6,3,0,36,69,3,103,3,0,9,0,18,35,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,10,0,14,38,0,59,38,6,6,0,53,124,4,185,14,0,3,0,15,26,4,39,25,9,3,0,31,51,4,84,9,7,0,0,14,6,0,24,79,18,18,4,118,204,12,330,40,19,4,0,62,36,8,104,2899,3158,1081,71,7212,2043,224,9476
POA4703,2308,2281,702,56,5348,1181,185,6705,48,15,30,5,96,186,13,292,34,4,9,0,47,54,10,114,83,18,38,5,147,239,20,404,94,20,59,0,179,353,14,541,13,3,7,0,22,29,3,61,32,7,0,0,40,32,3,68,0,0,0,0,0,0,0,0,138,30,70,0,241,410,19,673,40,3,8,0,52,87,3,136,30,0,0,0,33,50,0,86,6,3,3,0,12,9,0,19,3,0,0,0,0,0,0,4,74,10,7,0,97,149,3,247,14,9,3,0,27,72,3,97,2618,2346,822,66,5850,2049,233,8129
POA4704,17,9,4,0,34,15,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,13,4,0,35,18,0,53
POA4705,41,31,6,0,81,26,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,0,0,3,0,0,3,49,40,6,0,93,30,5,121
POA4706,5,3,0,0,15,22,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,15,22,0,36
POA4707,37,15,12,0,67,36,3,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,37,18,12,0,68,43,3,113
POA4709,68,166,9,0,240,33,3,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,72,168,9,0,247,34,3,283
POA4710,523,434,213,11,1186,346,54,1587,19,4,3,0,23,53,0,81,0,0,0,0,0,0,0,0,22,4,3,0,25,53,0,82,3,0,12,0,16,39,5,60,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,22,37,5,59,10,0,0,0,10,12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,11,11,3,29,3,0,0,0,6,35,0,40,561,436,232,14,1245,491,64,1798
POA4711,175,256,41,3,474,62,3,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,179,259,41,3,481,61,3,544
POA4712,23,26,6,0,57,38,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,7,27,22,10,0,58,47,3,109
POA4713,15,53,80,21,159,45,4,209,3,8,11,0,23,11,0,32,0,0,0,0,0,0,0,0,3,8,11,0,23,11,0,32,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,53,92,21,188,56,4,245
POA4714,315,179,170,19,686,408,51,1143,0,3,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,5,0,0,3,0,3,21,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,21,0,24,4,0,0,0,4,22,0,25,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,14,0,0,0,0,0,4,0,3,4,4,3,0,11,30,0,45,0,0,0,0,0,0,0,3,326,187,181,19,710,455,48,1219
POA4715,627,844,202,23,1692,426,79,2196,5,4,0,0,14,14,0,21,6,0,0,0,6,0,0,7,7,4,0,0,14,16,0,27,40,17,8,0,60,78,6,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,8,0,60,78,6,142,9,0,0,0,7,12,0,28,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,14,19,3,34,0,0,0,0,0,3,0,7,680,863,217,19,1781,539,92,2415
POA4716,106,111,16,0,235,70,4,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,103,118,12,0,239,82,9,322
POA4717,297,579,116,11,1003,292,48,1343,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,0,5,3,0,10,18,4,5,0,31,50,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,5,0,33,50,0,82,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,4,5,0,13,0,0,0,0,3,0,0,3,326,586,124,11,1048,352,49,1454
POA4718,226,253,64,11,543,174,13,729,0,0,0,0,3,7,0,7,0,4,0,0,5,0,0,9,3,4,0,0,10,13,0,22,3,0,0,0,3,8,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,7,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,0,0,0,4,6,0,12,234,260,59,11,566,200,19,782
POA4719,109,102,16,6,231,112,7,353,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,13,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,3,0,0,7,13,0,19,0,0,0,0,0,0,0,3,110,110,16,6,247,136,7,388
POA4720,978,1730,349,26,3080,553,92,3722,55,29,19,8,104,121,25,242,14,7,8,5,36,22,4,62,68,35,21,9,139,140,30,304,63,41,30,4,141,210,17,371,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,41,30,4,141,213,17,371,0,6,0,0,3,15,3,22,3,0,0,0,4,3,0,8,4,3,0,0,11,3,0,11,0,0,0,0,0,0,0,6,8,8,0,0,22,26,3,45,11,17,0,0,28,20,0,46,1129,1834,407,42,3402,951,143,4500
POA4721,329,412,70,7,818,236,19,1074,3,0,0,0,4,3,0,6,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,11,13,5,8,0,28,40,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,8,0,28,40,0,68,10,0,0,0,14,19,0,27,7,0,0,0,7,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,0,0,0,20,18,4,38,3,4,5,0,12,4,0,18,357,427,82,9,878,301,25,1209
POA4722,122,152,23,5,302,74,6,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,9,51,56,14,0,122,61,4,183,170,215,35,5,430,141,7,574
POA4723,132,160,33,6,333,76,7,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,14,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,14,0,31,3,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,5,5,0,10,4,0,0,0,4,0,0,4,148,167,29,4,355,97,7,458
POA4724,62,72,7,3,143,53,6,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,4,3,0,10,65,74,13,3,150,62,6,215
POA4725,175,133,44,3,359,163,11,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,8,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,8,4,14,10,0,0,0,10,15,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,15,0,21,0,4,0,0,7,3,0,13,191,138,45,3,381,194,12,584
POA4726,46,51,16,0,115,45,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,46,54,16,0,113,47,0,160
